YY,MM,DD,hh,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS
86,01,01,00,287,00.1,00.6,02.20,14.30,11.00,999,1021.5,12.1,11.3,999.0,99.0
86,01,01,01,224,00.4,00.9,02.30,14.30,11.40,999,1021.5,11.7,11.4,999.0,99.0
86,01,01,02,017,00.0,00.3,02.20,14.30,10.90,999,1021.5,11.5,11.2,999.0,99.0
86,01,01,03,017,00.0,01.0,02.10,14.30,10.90,999,1021.7,11.5,11.2,999.0,99.0
86,01,01,04,017,00.0,00.3,02.10,14.30,10.70,999,1022.3,11.6,11.2,999.0,99.0
86,01,01,05,017,00.0,00.3,02.00,14.30,10.50,999,1022.3,11.4,11.1,999.0,99.0
86,01,01,06,017,00.0,00.4,02.10,14.30,10.20,999,1022.4,11.4,11.2,999.0,99.0
86,01,01,07,007,00.7,01.2,02.00,14.30,10.00,999,1022.5,11.3,11.2,999.0,99.0
86,01,01,08,197,00.1,00.3,02.10,14.30,10.20,999,1022.7,11.5,11.4,999.0,99.0
86,01,01,09,186,00.6,01.1,02.20,14.30,10.70,999,1022.8,11.5,11.3,999.0,99.0
86,01,01,10,197,00.1,00.3,02.00,14.30,10.10,999,1023.3,11.6,11.3,999.0,99.0
86,01,01,11,314,00.3,00.8,01.80,12.50,09.70,999,1024.0,11.4,11.2,999.0,99.0
86,01,01,12,017,00.0,00.4,01.90,14.30,10.10,999,1023.6,11.3,11.2,999.0,99.0
86,01,01,13,017,00.0,00.0,02.00,12.50,10.00,999,1023.3,11.5,11.2,999.0,99.0
86,01,01,14,137,00.5,01.1,02.10,12.50,10.40,999,1022.7,11.4,11.2,999.0,99.0
86,01,01,15,332,00.1,00.5,02.10,12.50,10.40,999,1023.1,11.4,11.1,999.0,99.0
86,01,01,16,017,00.0,00.3,01.90,12.50,10.20,999,1023.5,11.3,11.2,999.0,99.0
86,01,01,17,017,00.0,00.8,01.90,12.50,09.90,999,1024.2,11.4,11.2,999.0,99.0
86,01,01,18,350,01.8,02.6,01.90,12.50,10.20,999,1024.9,11.2,11.2,999.0,99.0
86,01,01,19,303,01.5,02.0,01.90,12.50,10.30,999,1025.2,11.5,11.3,999.0,99.0
86,01,01,20,293,02.4,02.8,01.60,12.50,09.60,999,1024.1,12.2,11.4,999.0,99.0
86,01,01,21,292,03.0,03.7,01.70,12.50,09.90,999,1023.1,12.3,11.7,999.0,99.0
86,01,01,22,324,03.3,04.0,01.60,12.50,09.60,999,1022.2,11.9,11.9,999.0,99.0
86,01,01,23,321,03.9,04.7,01.60,12.50,09.90,999,1022.2,11.8,11.9,999.0,99.0
86,01,02,00,305,04.6,05.4,99.00,99.00,99.00,999,1022.1,11.9,12.0,999.0,99.0
