YY,MM,DD,hh,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS
1999,01,01,00,319,11.8,14.3,2.91,14.29,6.28,999,1020.9,10.8,10.1,999.0,99.0
1999,01,01,01,321,12.9,16.3,2.90,12.50,6.12,999,1020.6,10.5,10.1,999.0,99.0
1999,01,01,02,318,11.7,14.3,3.14,7.69,6.26,999,1021.0,10.3,10.1,999.0,99.0
1999,01,01,03,315,10.3,12.2,2.64,7.69,6.23,999,1021.3,10.3,10.1,999.0,99.0
1999,01,01,04,322,10.1,11.8,2.96,8.33,6.46,999,1021.5,10.3,10.1,999.0,99.0
1999,01,01,05,323,9.3,11.1,2.76,12.50,6.33,999,1021.7,10.2,10.0,999.0,99.0
1999,01,01,06,323,9.6,11.6,2.74,7.69,6.32,999,1022.1,10.2,10.0,999.0,99.0
1999,01,01,07,331,5.6,6.7,2.70,12.50,6.92,999,1022.3,10.1,10.0,999.0,99.0
1999,01,01,08,319,5.8,7.1,2.65,9.09,7.09,999,1022.4,10.2,10.0,999.0,99.0
1999,01,01,09,303,5.9,7.1,2.33,12.50,7.42,999,1022.3,10.0,10.1,999.0,99.0
1999,01,01,10,313,8.3,10.0,2.47,12.50,7.14,999,1022.4,9.9,10.1,999.0,99.0
1999,01,01,11,319,8.0,9.3,2.48,12.50,7.02,999,1022.3,9.8,10.1,999.0,99.0
1999,01,01,12,313,8.3,10.3,2.36,12.50,6.67,999,1022.1,9.8,10.0,999.0,99.0
1999,01,01,13,316,8.6,10.6,2.49,12.50,6.45,999,1022.1,9.9,10.0,999.0,99.0
1999,01,01,14,318,8.2,10.2,2.54,12.50,6.52,999,1022.2,9.8,10.0,999.0,99.0
1999,01,01,15,319,8.8,10.4,2.51,12.50,6.57,999,1022.2,9.8,10.0,999.0,99.0
1999,01,01,16,328,7.6,9.5,2.54,12.50,6.54,999,1022.7,9.9,10.0,999.0,99.0
1999,01,01,17,339,6.0,7.5,2.76,12.50,6.92,999,1023.4,9.6,10.0,999.0,99.0
1999,01,01,18,346,1.7,2.6,2.55,12.50,6.92,999,1024.0,9.4,10.0,999.0,99.0
1999,01,01,19,332,1.4,2.5,2.43,9.09,6.92,999,1023.9,9.6,10.1,999.0,99.0
1999,01,01,20,3,.2,1.5,2.52,12.50,7.28,999,1023.5,10.1,10.2,999.0,99.0
1999,01,01,21,314,.5,1.5,2.41,10.00,7.39,999,1022.7,9.7,10.4,999.0,99.0
1999,01,01,22,298,2.3,3.4,2.23,10.00,7.37,999,1022.2,9.8,10.5,999.0,99.0
1999,01,01,23,323,5.5,6.4,2.23,12.50,7.65,999,1022.3,10.0,10.4,999.0,99.0
1999,01,02,00,341,5.5,6.5,2.15,11.11,7.52,999,1022.4,9.9,10.2,999.0,99.0
1999,01,02,01,347,3.6,4.6,2.08,10.00,7.30,999,1022.3,9.8,10.2,999.0,99.0
1999,01,02,02,315,4.0,5.0,2.06,8.33,7.12,999,1022.6,9.9,10.2,999.0,99.0
1999,01,02,03,324,4.4,5.4,2.25,9.09,7.28,999,1022.9,10.0,10.1,999.0,99.0
1999,01,02,04,315,4.4,5.3,2.12,10.00,7.15,999,1023.0,10.0,10.1,999.0,99.0
1999,01,02,05,328,4.6,5.5,2.26,9.09,7.04,999,1022.9,9.9,10.1,999.0,99.0
1999,01,02,06,313,3.6,4.5,2.19,9.09,6.98,999,1022.8,9.9,10.1,999.0,99.0
1999,01,02,07,339,3.1,4.1,2.21,9.09,7.23,999,1022.8,9.8,10.1,999.0,99.0
1999,01,02,08,335,2.2,2.8,2.19,10.00,7.23,999,1022.9,9.7,10.1,999.0,99.0
1999,01,02,09,5,1.5,2.0,2.04,9.09,7.22,999,1022.7,9.5,10.1,999.0,99.0
1999,01,02,10,65,3.3,4.2,2.14,10.00,7.43,999,1022.7,9.0,10.1,999.0,99.0
1999,01,02,11,91,3.7,4.7,1.92,8.33,7.34,999,1022.2,9.4,10.1,999.0,99.0
1999,01,02,12,86,4.1,5.0,1.93,9.09,7.50,999,1021.9,9.3,10.0,999.0,99.0
1999,01,02,13,83,4.1,5.3,1.81,10.00,7.19,999,1021.5,8.9,10.0,999.0,99.0
1999,01,02,14,76,3.9,5.0,1.98,11.11,7.09,999,1021.6,8.8,10.0,999.0,99.0
1999,01,02,15,88,4.6,5.7,2.03,8.33,7.06,999,1021.5,8.7,10.0,999.0,99.0
1999,01,02,16,72,3.5,4.4,1.95,8.33,7.16,999,1021.7,8.9,9.9,999.0,99.0
1999,01,02,17,84,3.2,4.3,2.16,8.33,7.57,999,1021.7,9.3,10.0,999.0,99.0
1999,01,02,18,79,3.5,4.6,2.37,20.00,8.38,999,1022.0,9.2,10.0,999.0,99.0
1999,01,02,19,87,2.2,3.1,2.04,20.00,7.70,999,1021.9,9.3,10.1,999.0,99.0
1999,01,02,20,74,1.8,2.5,2.12,20.00,8.10,999,1021.2,9.4,10.1,999.0,99.0
1999,01,02,21,80,1.0,1.9,2.18,20.00,8.64,999,1020.1,9.8,10.1,999.0,99.0
1999,01,02,22,344,.3,.8,2.20,20.00,9.39,999,1019.4,10.2,10.4,999.0,99.0
1999,01,02,23,287,.4,1.1,2.26,20.00,9.60,999,1019.0,10.8,10.5,999.0,99.0
1999,01,03,00,332,.8,1.5,2.17,20.00,9.06,999,1019.1,10.5,10.4,999.0,99.0
1999,01,03,01,348,1.5,1.8,2.11,20.00,9.05,999,1019.0,10.2,10.2,999.0,99.0
1999,01,03,02,359,2.1,3.0,2.01,20.00,8.60,999,1018.8,10.0,10.0,999.0,99.0
1999,01,03,03,352,2.7,3.8,1.90,20.00,8.54,999,1018.5,10.1,10.0,999.0,99.0
1999,01,03,04,347,1.0,1.4,1.84,20.00,8.70,999,1018.7,10.0,10.0,999.0,99.0
1999,01,03,05,342,1.9,2.3,2.03,20.00,8.72,999,1018.6,9.9,10.0,999.0,99.0
1999,01,03,06,348,1.8,2.2,2.25,20.00,9.46,999,1018.7,10.0,10.0,999.0,99.0
1999,01,03,07,17,1.4,1.8,2.03,16.67,8.49,999,1018.9,10.0,10.0,999.0,99.0
1999,01,03,08,353,.7,1.2,2.07,20.00,8.88,999,1019.0,9.8,10.0,999.0,99.0
1999,01,03,09,9,.2,.8,2.08,16.67,9.28,999,1018.8,9.8,9.9,999.0,99.0
1999,01,03,10,308,.6,1.4,1.96,16.67,8.77,999,1018.9,9.5,9.9,999.0,99.0
1999,01,03,11,345,.6,1.2,2.15,16.67,9.85,999,1019.0,9.9,10.0,999.0,99.0
1999,01,03,12,6,.9,1.3,2.12,16.67,10.14,999,1019.0,10.2,10.0,999.0,99.0
1999,01,03,13,97,.4,1.6,2.24,16.67,10.16,999,1019.2,10.4,10.0,999.0,99.0
1999,01,03,14,75,2.0,2.8,2.38,16.67,10.86,999,1019.4,9.9,10.0,999.0,99.0
1999,01,03,15,109,3.1,4.1,2.16,14.29,10.38,999,1019.9,10.0,10.1,999.0,99.0
1999,01,03,16,116,6.1,7.5,2.19,16.67,9.74,999,1020.3,10.7,10.2,999.0,99.0
1999,01,03,17,105,4.9,6.0,2.14,16.67,8.96,999,1020.9,10.5,10.3,999.0,99.0
1999,01,03,18,88,5.4,6.7,1.87,16.67,8.34,999,1021.3,9.9,10.2,999.0,99.0
1999,01,03,19,98,4.3,5.9,1.86,16.67,8.62,999,1021.8,10.2,10.4,999.0,99.0
1999,01,03,20,77,4.0,5.0,2.00,16.67,9.18,999,1021.1,11.0,10.5,999.0,99.0
1999,01,03,21,92,4.8,6.4,1.92,16.67,9.25,999,1020.9,11.8,10.5,999.0,99.0
1999,01,03,22,101,3.6,4.4,1.84,16.67,9.38,999,1021.0,11.8,10.5,999.0,99.0
1999,01,03,23,96,2.7,3.9,1.83,16.67,8.84,999,1021.4,11.7,10.5,999.0,99.0
1999,01,04,00,90,3.7,4.6,1.71,16.67,8.30,999,1021.8,11.8,10.5,999.0,99.0
1999,01,04,01,81,5.2,6.6,1.79,16.67,8.84,999,1022.1,11.5,10.4,999.0,99.0
1999,01,04,02,83,6.6,8.3,1.80,16.67,8.19,999,1022.2,11.4,10.4,999.0,99.0
1999,01,04,03,83,6.7,8.2,1.84,16.67,7.75,999,1022.6,11.1,10.4,999.0,99.0
1999,01,04,04,82,7.0,8.2,1.65,16.67,7.37,999,1023.0,10.9,10.3,999.0,99.0
1999,01,04,05,83,7.4,9.0,1.95,14.29,7.87,999,1023.4,10.8,10.3,999.0,99.0
1999,01,04,06,82,8.3,10.2,1.72,16.67,6.96,999,1023.7,10.4,10.3,999.0,99.0
1999,01,04,07,84,8.3,10.1,1.87,16.67,7.10,999,1024.2,10.3,10.3,999.0,99.0
1999,01,04,08,84,7.8,9.2,1.70,14.29,6.43,999,1024.6,10.3,10.2,999.0,99.0
1999,01,04,09,81,8.4,10.3,1.71,16.67,6.90,999,1024.5,9.6,10.2,999.0,99.0
1999,01,04,10,84,8.1,9.7,1.62,14.29,6.70,999,1024.7,9.7,10.2,999.0,99.0
1999,01,04,11,86,8.3,9.9,1.84,16.67,7.16,999,1024.8,9.4,10.1,999.0,99.0
1999,01,04,12,82,8.8,10.7,1.69,14.29,6.63,999,1024.6,9.0,10.1,999.0,99.0
1999,01,04,13,85,8.8,10.7,1.52,14.29,5.91,999,1024.6,9.2,10.0,999.0,99.0
1999,01,04,14,86,9.1,10.8,1.91,14.29,6.66,999,1024.7,9.1,10.0,999.0,99.0
1999,01,04,15,83,9.5,11.7,1.76,14.29,6.21,999,1025.2,8.8,10.1,999.0,99.0
1999,01,04,16,90,9.9,11.7,1.67,14.29,6.41,999,1025.4,8.3,10.0,999.0,99.0
1999,01,04,17,85,9.8,11.3,1.57,14.29,5.63,999,1026.0,7.8,10.0,999.0,99.0
1999,01,04,18,88,9.9,11.4,1.56,14.29,5.73,999,1026.6,8.2,10.0,999.0,99.0
1999,01,04,19,85,9.0,10.7,1.48,14.29,5.61,999,1026.8,8.7,10.0,999.0,99.0
1999,01,04,20,87,8.4,10.4,1.46,14.29,5.50,999,1026.4,8.8,10.0,999.0,99.0
1999,01,04,21,84,8.6,10.4,1.55,14.29,5.80,999,1025.6,9.3,10.0,999.0,99.0
1999,01,04,22,83,7.6,9.1,1.51,14.29,6.18,999,1025.2,10.3,10.0,999.0,99.0
1999,01,04,23,85,5.4,6.4,1.45,14.29,6.63,999,1025.4,11.1,10.3,999.0,99.0
1999,01,05,00,79,4.0,4.9,1.24,14.29,6.86,999,1025.6,11.3,10.7,999.0,99.0
1999,01,05,01,80,4.8,5.9,1.32,14.29,7.98,999,1025.7,11.3,10.8,999.0,99.0
1999,01,05,02,83,4.9,6.3,1.29,14.29,7.73,999,1025.9,11.3,10.8,999.0,99.0
1999,01,05,03,62,5.7,7.1,1.34,12.50,7.98,999,1026.1,10.6,10.8,999.0,99.0
1999,01,05,04,5,3.3,4.1,1.40,12.50,8.47,999,1026.7,10.8,10.9,999.0,99.0
1999,01,05,05,347,4.1,5.0,1.22,12.50,8.41,999,1027.1,10.7,10.9,999.0,99.0
1999,01,05,06,359,2.4,2.9,1.20,12.50,8.63,999,1027.3,10.6,10.8,999.0,99.0
1999,01,05,07,25,1.8,2.2,1.23,14.29,8.85,999,1027.4,10.4,10.9,999.0,99.0
1999,01,05,08,78,5.5,6.3,1.07,14.29,8.35,999,1026.7,9.7,10.9,999.0,99.0
1999,01,05,09,67,5.6,6.7,1.29,12.50,8.52,999,1026.4,9.3,10.9,999.0,99.0
1999,01,05,10,63,6.8,8.3,1.18,12.50,6.88,999,1026.4,9.5,10.9,999.0,99.0
1999,01,05,11,65,6.8,8.3,1.20,12.50,6.67,999,1026.8,9.1,10.9,999.0,99.0
1999,01,05,12,64,5.5,6.5,1.24,12.50,6.96,999,1026.7,9.7,10.9,999.0,99.0
1999,01,05,13,51,4.7,5.7,1.22,12.50,7.77,999,1026.4,9.7,10.9,999.0,99.0
1999,01,05,14,56,4.1,5.1,1.30,12.50,8.72,999,1026.4,9.7,10.9,999.0,99.0
1999,01,05,15,77,3.8,4.7,1.10,12.50,7.88,999,1026.5,9.0,10.8,999.0,99.0
1999,01,05,16,85,5.5,6.8,1.30,14.29,7.36,999,1026.5,8.8,10.8,999.0,99.0
1999,01,05,17,73,5.2,6.4,1.23,14.29,6.87,999,1026.6,9.2,10.8,999.0,99.0
1999,01,05,18,80,6.7,8.0,1.25,12.50,6.61,999,1026.9,8.7,10.8,999.0,99.0
1999,01,05,19,70,6.6,7.8,1.34,12.50,6.74,999,1026.7,9.2,10.8,999.0,99.0
1999,01,05,20,65,5.0,5.8,1.30,12.50,7.02,999,1025.9,9.4,10.9,999.0,99.0
1999,01,05,21,12,2.6,3.2,1.09,12.50,6.85,999,1025.6,9.9,11.0,999.0,99.0
1999,01,05,22,310,2.7,3.2,1.03,12.50,7.60,999,1024.7,10.4,11.2,999.0,99.0
1999,01,05,23,325,2.7,3.4,1.06,12.50,8.75,999,1024.2,10.7,11.3,999.0,99.0
1999,01,06,00,310,4.6,5.4,1.12,12.50,9.42,999,1024.3,10.5,11.3,999.0,99.0
1999,01,06,01,324,5.9,6.9,1.18,12.50,9.15,999,1024.2,10.5,11.2,999.0,99.0
1999,01,06,02,320,6.3,7.4,1.18,12.50,6.86,999,1024.4,10.4,11.2,999.0,99.0
1999,01,06,03,320,7.2,8.3,1.18,12.50,5.59,999,1024.2,10.3,11.2,999.0,99.0
1999,01,06,04,315,6.8,7.9,1.32,12.50,5.55,999,1024.3,10.2,11.2,999.0,99.0
1999,01,06,05,310,6.9,8.2,1.44,12.50,5.46,999,1024.5,10.2,11.3,999.0,99.0
1999,01,06,06,324,8.0,9.2,1.40,12.50,5.15,999,1024.5,10.0,11.3,999.0,99.0
