YY,MM,DD,hh,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE
2004,01,31,23,309,10.7,12.4,2.68,12.12,6.58,999,1018.5,10.9,12.3,999.0,99.0,99.00
2004,02,01,00,303,10.9,12.7,2.87,10.81,6.61,999,1018.5,10.9,12.3,999.0,99.0,99.00
2004,02,01,01,311,10.6,12.5,2.89,11.43,6.71,999,1018.3,11.0,12.3,999.0,99.0,99.00
2004,02,01,02,312,10.4,12.4,2.63,12.90,6.34,999,1018.6,11.0,12.3,999.0,99.0,99.00
2004,02,01,03,309,9.6,11.0,2.40,12.12,6.17,999,1018.4,11.0,12.3,999.0,99.0,99.00
2004,02,01,04,311,8.8,10.7,2.34,10.81,6.37,999,1018.8,10.9,12.3,999.0,99.0,99.00
2004,02,01,05,313,7.7,8.9,2.36,11.43,6.53,999,1019.3,11.0,12.2,999.0,99.0,99.00
2004,02,01,06,311,6.5,7.6,2.39,11.43,7.05,999,1019.1,11.0,12.2,999.0,99.0,99.00
2004,02,01,07,307,5.0,6.3,2.26,10.81,7.49,999,1018.8,11.0,12.2,999.0,99.0,99.00
2004,02,01,08,303,3.5,4.6,2.13,12.12,7.46,999,1018.6,11.0,12.2,999.0,99.0,99.00
2004,02,01,09,273,3.5,4.7,2.02,11.43,7.51,999,1018.6,11.1,12.2,999.0,99.0,99.00
2004,02,01,10,261,2.4,3.1,2.23,12.12,8.21,999,1018.0,11.2,12.2,999.0,99.0,99.00
2004,02,01,11,222,0.9,1.5,2.12,11.43,8.01,999,1017.8,10.9,12.2,999.0,99.0,99.00
2004,02,01,12,204,3.0,3.8,2.01,12.12,7.89,999,1017.0,10.9,12.2,999.0,99.0,99.00
2004,02,01,13,195,4.6,5.8,1.93,10.81,7.76,999,1016.6,10.9,12.2,999.0,99.0,99.00
2004,02,01,14,167,5.6,6.9,1.89,11.43,7.76,999,1016.1,11.1,12.2,999.0,99.0,99.00
2004,02,01,15,156,6.8,8.3,1.89,12.12,7.65,999,1016.1,10.6,12.2,999.0,99.0,99.00
2004,02,01,16,145,7.2,9.1,1.64,10.81,6.32,999,1016.2,9.9,12.2,999.0,99.0,99.00
2004,02,01,17,143,7.9,9.3,1.74,12.90,6.23,999,1016.4,10.1,12.2,999.0,99.0,99.00
2004,02,01,18,138,10.0,11.7,1.73,12.12,5.63,999,1016.1,10.0,12.2,999.0,99.0,99.00
2004,02,01,19,131,9.9,13.2,1.83,12.90,5.60,999,1016.5,10.1,12.2,999.0,99.0,99.00
2004,02,01,20,116,10.1,12.2,1.90,12.90,5.49,999,1016.2,9.8,12.2,999.0,99.0,99.00
2004,02,01,21,105,9.1,11.2,1.95,11.43,5.22,999,1016.0,9.6,12.2,999.0,99.0,99.00
2004,02,01,22,98,9.9,12.1,2.00,5.00,5.21,999,1015.4,9.5,12.2,999.0,99.0,99.00
2004,02,01,23,98,9.8,11.5,2.13,12.90,5.45,999,1015.5,9.5,12.2,999.0,99.0,99.00
2004,02,02,00,98,9.7,11.6,2.05,12.90,5.55,999,1015.8,9.7,12.2,999.0,99.0,99.00
2004,02,02,01,91,8.6,10.0,2.22,12.90,5.68,999,1016.1,9.6,12.2,999.0,99.0,99.00
2004,02,02,02,91,9.0,10.9,2.28,12.12,5.89,999,1016.0,9.7,12.2,999.0,99.0,99.00
2004,02,02,03,94,8.3,9.8,2.28,12.12,5.94,999,1016.3,9.7,12.2,999.0,99.0,99.00
2004,02,02,04,95,8.9,10.9,2.48,12.12,6.38,999,1016.0,9.5,12.2,999.0,99.0,99.00
2004,02,02,05,91,9.2,11.4,2.30,19.05,6.30,999,1015.8,9.5,12.2,999.0,99.0,99.00
2004,02,02,06,93,9.0,10.9,2.35,12.12,6.20,999,1015.6,9.5,12.2,999.0,99.0,99.00
2004,02,02,07,93,8.7,10.4,2.24,12.12,6.17,999,1015.4,9.9,12.2,999.0,99.0,99.00
2004,02,02,08,108,10.0,12.4,2.27,12.90,5.83,999,1014.3,10.2,12.2,999.0,99.0,99.00
2004,02,02,09,131,10.4,13.3,2.35,19.05,6.11,999,1013.6,10.9,12.2,999.0,99.0,99.00
2004,02,02,10,134,10.8,13.7,2.67,19.05,6.65,999,1012.5,11.0,12.2,999.0,99.0,99.00
2004,02,02,11,159,8.7,10.4,2.42,12.12,6.47,999,1012.2,11.8,12.2,999.0,99.0,99.00
2004,02,02,12,182,9.2,11.6,2.64,17.39,7.10,999,1011.0,12.0,12.2,999.0,99.0,99.00
2004,02,02,13,173,10.6,12.8,2.70,12.90,6.54,999,1009.2,12.1,12.2,999.0,99.0,99.00
2004,02,02,14,174,8.1,9.9,2.92,17.39,6.94,999,1008.2,11.9,12.2,999.0,99.0,99.00
2004,02,02,15,179,10.3,12.5,2.89,16.00,6.82,999,1007.5,11.7,12.2,999.0,99.0,99.00
2004,02,02,16,203,7.9,9.2,2.94,16.00,6.88,999,1008.0,9.8,12.2,999.0,99.0,99.00
2004,02,02,17,176,7.5,8.9,2.54,16.00,6.59,999,1006.9,10.1,12.2,999.0,99.0,99.00
2004,02,02,18,192,9.1,11.0,2.41,16.00,6.61,999,1007.0,10.8,12.1,999.0,99.0,99.00
2004,02,02,19,217,7.2,9.1,2.80,16.00,7.36,999,1007.0,11.5,12.1,999.0,99.0,99.00
2004,02,02,20,238,8.6,11.1,2.97,16.00,7.13,999,1007.0,11.7,12.2,999.0,99.0,99.00
2004,02,02,21,238,10.8,12.6,2.88,14.81,6.54,999,1006.7,11.5,12.2,999.0,99.0,99.00
2004,02,02,22,243,10.2,11.8,3.50,16.00,7.21,999,1006.5,11.7,12.2,999.0,99.0,99.00
2004,02,02,23,242,8.9,10.8,3.38,7.69,7.12,999,1006.5,11.5,12.2,999.0,99.0,99.00
2004,02,03,00,235,7.5,9.4,3.60,16.00,7.42,999,1006.6,11.3,12.2,999.0,99.0,99.00
2004,02,03,01,231,8.2,9.4,2.94,9.09,6.90,999,1006.6,11.1,12.2,999.0,99.0,99.00
2004,02,03,02,241,7.3,8.9,3.44,16.00,7.53,999,1006.9,11.1,12.2,999.0,99.0,99.00
2004,02,03,03,263,7.4,9.8,3.23,16.00,7.43,999,1007.4,11.3,12.2,999.0,99.0,99.00
2004,02,03,04,252,7.0,8.7,3.39,16.00,7.67,999,1007.8,11.4,12.2,999.0,99.0,99.00
2004,02,03,05,258,5.9,7.3,3.30,11.43,7.85,999,1008.6,11.6,12.2,999.0,99.0,99.00
2004,02,03,06,260,6.4,8.0,3.72,14.81,8.05,999,1009.3,11.6,12.2,999.0,99.0,99.00
2004,02,03,07,270,6.5,8.6,3.77,14.81,8.38,999,1009.7,11.4,12.2,999.0,99.0,99.00
2004,02,03,08,274,7.5,9.6,3.67,10.81,8.50,999,1010.1,11.4,12.2,999.0,99.0,99.00
2004,02,03,09,282,7.4,9.5,3.90,12.12,8.41,999,1010.4,11.5,12.1,999.0,99.0,99.00
2004,02,03,10,277,9.6,12.2,3.88,13.79,8.19,999,1010.4,10.9,12.1,999.0,99.0,99.00
2004,02,03,11,277,7.6,9.8,4.11,13.79,8.47,999,1010.9,11.2,12.1,999.0,99.0,99.00
2004,02,03,12,284,7.6,10.0,4.55,13.79,8.70,999,1010.5,10.6,12.1,999.0,99.0,99.00
2004,02,03,13,295,9.2,12.3,5.36,13.79,9.11,999,1010.7,10.6,12.1,999.0,99.0,99.00
2004,02,03,14,296,6.5,9.2,5.26,12.90,9.21,999,1010.9,10.9,12.1,999.0,99.0,99.00
2004,02,03,15,301,8.0,10.9,5.34,14.81,8.93,999,1011.1,10.9,12.1,999.0,99.0,99.00
2004,02,03,16,302,10.0,12.5,6.19,14.81,9.60,999,1011.3,11.3,12.1,999.0,99.0,99.00
2004,02,03,17,297,9.9,14.7,6.38,14.81,9.93,999,1011.9,11.1,12.1,999.0,99.0,99.00
2004,02,03,18,314,7.9,9.9,5.63,14.81,9.14,999,1013.0,10.6,12.1,999.0,99.0,99.00
2004,02,03,19,296,8.8,11.5,5.89,14.81,9.59,999,1012.8,10.7,12.1,999.0,99.0,99.00
2004,02,03,20,281,8.4,11.2,6.04,14.81,9.59,999,1012.6,11.1,12.1,999.0,99.0,99.00
2004,02,03,21,304,9.5,12.1,5.20,14.81,9.15,999,1013.0,11.4,12.1,999.0,99.0,99.00
2004,02,03,22,310,10.7,13.0,5.24,13.79,9.10,999,1012.8,11.3,12.1,999.0,99.0,99.00
2004,02,03,23,314,9.3,12.0,4.93,14.81,8.88,999,1012.9,11.2,12.2,999.0,99.0,99.00
2004,02,04,00,312,9.7,12.5,5.09,13.79,9.26,999,1013.2,11.2,12.2,999.0,99.0,99.00
2004,02,04,01,310,9.8,14.3,4.25,13.79,7.94,999,1013.5,11.2,12.1,999.0,99.0,99.00
2004,02,04,02,320,10.6,14.6,4.42,13.79,8.21,999,1014.1,11.1,12.1,999.0,99.0,99.00
2004,02,04,03,315,10.8,13.3,4.90,13.79,8.50,999,1014.5,11.2,12.1,999.0,99.0,99.00
2004,02,04,04,316,10.0,12.5,4.50,12.90,8.22,999,1015.1,11.0,12.1,999.0,99.0,99.00
2004,02,04,05,311,9.7,12.2,4.72,12.90,8.15,999,1016.0,11.2,12.1,999.0,99.0,99.00
2004,02,04,06,311,10.8,13.2,4.59,12.90,8.17,999,1016.6,10.8,12.1,999.0,99.0,99.00
2004,02,04,07,307,9.2,12.2,4.30,12.90,7.98,999,1016.7,11.2,12.1,999.0,99.0,99.00
2004,02,04,08,313,9.5,11.6,3.83,12.90,7.64,999,1017.5,11.0,12.1,999.0,99.0,99.00
2004,02,04,09,316,9.6,11.9,4.25,12.12,8.07,999,1017.4,11.3,12.1,999.0,99.0,99.00
2004,02,04,10,309,8.6,11.1,3.82,12.12,7.64,999,1017.8,11.4,12.1,999.0,99.0,99.00
2004,02,04,11,313,8.7,10.4,3.90,12.12,7.83,999,1017.8,11.3,12.0,999.0,99.0,99.00
2004,02,04,12,313,8.7,10.7,4.00,12.12,8.05,999,1018.2,11.1,11.8,999.0,99.0,99.00
2004,02,04,13,323,8.4,11.6,3.71,12.90,7.68,999,1018.2,11.3,11.7,999.0,99.0,99.00
2004,02,04,14,322,9.4,11.6,3.64,11.43,7.47,999,1018.4,11.2,11.6,999.0,99.0,99.00
2004,02,04,15,331,8.4,10.3,3.57,11.43,7.50,999,1018.9,11.2,11.6,999.0,99.0,99.00
2004,02,04,16,326,8.7,10.3,3.30,10.81,7.17,999,1019.6,11.1,11.6,999.0,99.0,99.00
2004,02,04,17,335,8.6,10.8,2.80,12.90,6.67,999,1020.2,11.0,11.6,999.0,99.0,99.00
2004,02,04,18,334,6.1,7.2,2.65,12.12,6.93,999,1021.0,11.1,11.6,999.0,99.0,99.00
2004,02,04,19,325,8.9,10.2,2.70,10.00,7.08,999,1021.8,11.1,11.7,999.0,99.0,99.00
2004,02,04,20,325,6.6,8.0,2.72,10.81,7.16,999,1021.4,11.1,11.7,999.0,99.0,99.00
2004,02,04,21,325,8.0,9.3,2.28,12.90,6.62,999,1021.1,11.3,11.7,999.0,99.0,99.00
2004,02,04,22,318,8.9,10.6,2.41,11.43,6.32,999,1021.1,11.4,11.7,999.0,99.0,99.00
2004,02,04,23,315,10.1,11.8,2.61,12.90,6.43,999,1021.0,11.5,11.7,999.0,99.0,99.00
2004,02,05,00,318,9.8,11.8,2.64,12.12,6.31,999,1020.9,11.5,11.8,999.0,99.0,99.00
2004,02,05,01,321,8.7,10.7,2.40,12.12,5.86,999,1020.7,11.5,11.8,999.0,99.0,99.00
2004,02,05,02,321,8.9,11.0,2.63,11.43,6.20,999,1021.1,11.4,11.8,999.0,99.0,99.00
2004,02,05,03,324,7.8,9.0,2.49,11.43,6.26,999,1022.0,11.6,11.8,999.0,99.0,99.00
2004,02,05,04,329,6.0,7.1,2.24,12.90,6.07,999,1022.3,11.7,11.8,999.0,99.0,99.00
2004,02,05,05,322,6.2,7.6,2.21,10.00,6.32,999,1023.0,11.7,11.8,999.0,99.0,99.00
2004,02,05,06,312,6.4,8.1,2.29,12.90,6.92,999,1023.5,11.7,11.8,999.0,99.0,99.00
2004,02,05,07,328,6.5,7.6,2.01,11.43,6.28,999,1023.6,11.6,11.8,999.0,99.0,99.00
2004,02,05,08,329,6.5,7.8,2.07,10.81,6.60,999,1023.7,11.4,11.8,999.0,99.0,99.00
2004,02,05,09,315,7.5,8.8,2.04,12.12,6.55,999,1023.7,11.4,11.8,999.0,99.0,99.00
2004,02,05,10,330,5.5,7.1,1.98,9.09,6.28,999,1023.8,11.3,11.8,999.0,99.0,99.00
2004,02,05,11,329,6.0,6.9,1.71,13.79,5.97,999,1023.9,11.2,11.8,999.0,99.0,99.00
2004,02,05,12,311,5.8,6.9,1.61,10.81,6.01,999,1023.8,11.3,11.8,999.0,99.0,99.00
2004,02,05,13,318,5.8,7.7,1.79,9.09,6.29,999,1023.9,11.4,11.8,999.0,99.0,99.00
2004,02,05,14,320,5.7,7.0,1.68,8.33,5.99,999,1023.8,11.0,11.8,999.0,99.0,99.00
2004,02,05,15,322,6.5,7.6,1.61,11.43,5.76,999,1024.2,11.1,11.8,999.0,99.0,99.00
2004,02,05,16,325,7.1,8.7,1.54,12.12,5.46,999,1025.2,11.3,11.8,999.0,99.0,99.00
2004,02,05,17,358,5.0,5.9,1.56,12.12,5.59,999,1025.5,10.9,11.8,999.0,99.0,99.00
2004,02,05,18,5,3.4,4.1,1.67,19.05,6.23,999,1025.9,10.8,11.8,999.0,99.0,99.00
2004,02,05,19,112,1.6,2.6,1.76,12.12,6.65,999,1026.2,10.7,11.8,999.0,99.0,99.00
2004,02,05,20,190,0.3,1.1,1.54,19.05,6.24,999,1025.7,11.4,12.0,999.0,99.0,99.00
2004,02,05,21,252,1.3,2.0,1.87,19.05,7.55,999,1025.3,11.1,12.3,999.0,99.0,99.00
2004,02,05,22,302,3.9,4.9,1.66,19.05,7.33,999,1025.0,11.2,12.2,999.0,99.0,99.00
2004,02,05,23,324,6.2,7.4,1.58,12.12,6.86,999,1025.2,11.5,11.9,999.0,99.0,99.00
2004,02,06,00,330,7.1,8.6,1.75,19.05,7.06,999,1025.5,11.5,11.9,999.0,99.0,99.00
2004,02,06,01,319,6.7,7.7,1.77,19.05,6.73,999,1025.7,11.4,11.6,999.0,99.0,99.00
2004,02,06,02,325,7.8,9.0,1.89,17.39,6.51,999,1025.8,11.4,11.5,999.0,99.0,99.00
2004,02,06,03,322,5.3,6.2,1.64,17.39,5.99,999,1025.7,11.3,11.5,999.0,99.0,99.00
2004,02,06,04,299,5.7,7.3,2.17,17.39,8.07,999,1025.8,11.4,11.5,999.0,99.0,99.00
2004,02,06,05,311,6.5,7.7,1.95,17.39,7.24,999,1026.1,11.4,11.5,999.0,99.0,99.00
2004,02,06,06,320,3.2,4.2,2.20,17.39,8.23,999,1025.7,11.2,11.5,999.0,99.0,99.00
2004,02,06,07,303,3.8,5.0,2.07,17.39,8.42,999,1026.0,11.3,11.5,999.0,99.0,99.00
2004,02,06,08,330,2.8,3.7,2.36,17.39,9.78,999,1027.0,11.3,11.5,999.0,99.0,99.00
2004,02,06,09,334,1.7,2.6,2.42,17.39,9.86,999,1026.9,11.2,11.4,999.0,99.0,99.00
2004,02,06,10,310,3.1,4.1,2.31,16.00,9.97,999,1027.3,11.4,11.4,999.0,99.0,99.00
2004,02,06,11,338,2.6,3.4,2.76,16.00,11.67,999,1027.6,11.3,11.5,999.0,99.0,99.00
2004,02,06,12,85,1.7,2.6,2.17,16.00,10.54,999,1026.7,11.1,11.4,999.0,99.0,99.00
2004,02,06,13,180,0.1,0.4,2.53,16.00,11.45,999,1027.7,10.7,11.4,999.0,99.0,99.00
2004,02,06,14,344,1.1,1.9,2.32,16.00,10.92,999,1027.9,10.9,11.5,999.0,99.0,99.00
2004,02,06,15,70,1.5,2.4,2.17,16.00,10.57,999,1028.2,10.7,11.5,999.0,99.0,99.00
2004,02,06,16,109,2.7,3.9,1.96,16.00,10.42,999,1028.1,10.9,11.5,999.0,99.0,99.00
2004,02,06,17,116,5.0,6.3,1.76,16.00,9.92,999,1027.9,10.9,11.6,999.0,99.0,99.00
2004,02,06,18,143,2.5,3.3,1.54,16.00,9.44,999,1028.7,11.3,11.5,999.0,99.0,99.00
2004,02,06,19,174,1.8,2.4,1.94,16.00,10.31,999,1029.2,11.5,11.5,999.0,99.0,99.00
2004,02,06,20,206,1.6,2.0,2.19,16.00,11.23,999,1028.8,11.5,11.6,999.0,99.0,99.00
2004,02,06,21,240,3.1,4.0,1.82,16.00,10.14,999,1028.0,11.4,11.7,999.0,99.0,99.00
2004,02,06,22,182,3.0,3.9,1.95,16.00,10.59,999,1027.0,11.5,11.8,999.0,99.0,99.00
2004,02,06,23,185,4.0,4.7,1.77,16.00,10.16,999,1026.3,11.4,11.6,999.0,99.0,99.00
2004,02,07,00,204,5.1,6.7,1.93,14.81,10.08,999,1026.2,11.5,11.6,999.0,99.0,99.00
2004,02,07,01,310,9.4,11.4,1.58,14.81,8.26,999,1026.4,10.1,11.5,999.0,99.0,99.00
2004,02,07,02,329,9.4,10.9,1.55,13.79,5.02,999,1026.6,9.9,11.5,999.0,99.0,99.00
2004,02,07,03,320,10.8,13.5,1.73,14.81,5.19,999,1026.8,11.0,11.6,999.0,99.0,99.00
2004,02,07,04,315,10.4,12.3,1.98,14.81,5.65,999,1027.5,11.0,11.6,999.0,99.0,99.00
2004,02,07,05,319,8.9,10.8,2.14,13.79,6.41,999,1028.2,10.8,11.6,999.0,99.0,99.00
2004,02,07,06,320,9.5,11.2,2.39,14.81,6.60,999,1028.6,10.8,11.5,999.0,99.0,99.00
2004,02,07,07,317,9.0,10.9,2.70,13.79,7.55,999,1029.3,10.9,11.5,999.0,99.0,99.00
2004,02,07,08,325,9.0,11.2,2.29,12.90,6.54,999,1029.8,11.0,11.5,999.0,99.0,99.00
2004,02,07,09,330,8.7,10.3,2.67,12.90,7.52,999,1029.9,10.8,11.6,999.0,99.0,99.00
2004,02,07,10,343,9.4,11.1,2.88,13.79,7.33,999,1030.2,10.9,11.6,999.0,99.0,99.00
2004,02,07,12,1,5.2,6.9,2.80,13.79,7.46,999,1030.5,10.3,11.4,999.0,99.0,99.00
2004,02,07,13,351,6.9,8.4,3.12,12.12,7.95,999,1030.0,10.3,11.4,999.0,99.0,99.00
2004,02,07,14,334,8.7,10.3,2.86,12.90,7.67,999,1029.6,10.4,11.4,999.0,99.0,99.00
2004,02,07,15,324,8.1,10.4,3.36,12.90,8.24,999,1029.6,10.6,11.4,999.0,99.0,99.00
2004,02,07,16,319,8.5,10.5,3.14,13.79,7.70,999,1030.1,10.6,11.4,999.0,99.0,99.00
2004,02,07,17,323,8.4,9.9,3.00,10.81,7.57,999,1030.7,10.8,11.5,999.0,99.0,99.00
2004,02,07,18,332,8.2,9.9,3.19,11.43,7.74,999,1031.0,10.9,11.5,999.0,99.0,99.00
