YY,MM,DD,hh,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE
2002,02,13,18,274,2.2,3.0,2.02,20.00,10.34,999,1019.5,10.3,10.5,999.0,99.0,99.00
2002,02,13,19,325,1.4,2.4,2.34,20.00,11.77,999,1019.5,10.5,10.6,999.0,99.0,99.00
2002,02,13,20,33,0.9,1.4,1.94,20.00,10.17,999,1019.2,10.7,10.7,999.0,99.0,99.00
2002,02,13,21,27,2.4,2.9,1.99,20.00,10.27,999,1018.2,10.5,10.8,999.0,99.0,99.00
2002,02,13,22,8,1.6,2.2,1.81,20.00,9.11,999,1017.6,10.6,10.8,999.0,99.0,99.00
2002,02,13,23,295,1.0,1.8,2.04,20.00,10.05,999,1017.6,11.0,11.1,999.0,99.0,99.00
2002,02,14,00,273,1.3,2.8,1.94,20.00,9.99,999,1017.3,10.9,11.0,999.0,99.0,99.00
2002,02,14,01,292,2.3,3.2,2.19,20.00,10.77,999,1017.3,10.6,11.1,999.0,99.0,99.00
2002,02,14,02,329,2.1,3.0,2.16,20.00,10.19,999,1017.5,10.6,10.8,999.0,99.0,99.00
2002,02,14,03,285,1.7,2.6,2.08,20.00,10.19,999,1017.2,10.5,10.7,999.0,99.0,99.00
2002,02,14,04,331,3.4,4.3,2.31,20.00,10.10,999,1017.4,10.6,10.7,999.0,99.0,99.00
2002,02,14,05,330,3.3,4.5,1.85,16.67,8.90,999,1017.7,10.5,10.7,999.0,99.0,99.00
2002,02,14,06,328,3.5,4.6,2.12,20.00,9.31,999,1017.6,10.4,10.8,999.0,99.0,99.00
2002,02,14,07,327,4.6,5.5,1.91,16.67,8.93,999,1017.8,10.4,10.6,999.0,99.0,99.00
2002,02,14,08,330,5.1,6.4,2.36,16.67,9.74,999,1017.7,10.4,10.6,999.0,99.0,99.00
2002,02,14,09,330,3.3,4.2,2.30,16.67,9.61,999,1017.5,10.4,10.6,999.0,99.0,99.00
2002,02,14,10,334,4.7,6.3,2.72,16.67,10.39,999,1017.0,10.6,10.6,999.0,99.0,99.00
2002,02,14,11,321,4.9,6.7,2.69,16.67,9.89,999,1016.8,10.6,10.5,999.0,99.0,99.00
2002,02,14,12,316,3.6,4.7,2.67,16.67,9.52,999,1016.7,10.5,10.5,999.0,99.0,99.00
2002,02,14,13,304,4.0,5.4,2.81,16.67,10.02,999,1016.8,10.5,10.5,999.0,99.0,99.00
2002,02,14,14,341,3.0,4.3,2.81,16.67,9.76,999,1016.9,10.5,10.5,999.0,99.0,99.00
2002,02,14,15,308,3.5,4.7,2.58,16.67,9.73,999,1017.3,10.6,10.7,999.0,99.0,99.00
2002,02,14,16,261,3.6,4.8,2.80,16.67,9.59,999,1017.5,10.7,10.7,999.0,99.0,99.00
2002,02,14,17,5,2.6,3.4,2.76,12.50,9.60,999,1018.6,10.7,10.7,999.0,99.0,99.00
2002,02,14,18,225,1.2,2.2,2.57,16.67,9.43,999,1019.0,11.0,10.8,999.0,99.0,99.00
2002,02,14,19,180,2.7,4.0,2.64,16.67,9.64,999,1019.1,11.0,11.0,999.0,99.0,99.00
2002,02,14,20,201,2.8,3.7,2.67,10.00,9.73,999,1019.3,10.7,10.9,999.0,99.0,99.00
2002,02,14,21,189,2.5,4.0,2.41,16.67,9.49,999,1018.7,10.5,11.0,999.0,99.0,99.00
2002,02,14,22,187,2.0,3.5,2.51,16.67,9.96,999,1018.3,10.4,11.1,999.0,99.0,99.00
2002,02,14,23,198,3.3,4.2,2.37,14.29,9.65,999,1018.3,10.4,11.0,999.0,99.0,99.00
2002,02,15,00,182,2.3,3.3,2.33,16.67,9.75,999,1018.2,10.2,10.9,999.0,99.0,99.00
2002,02,15,01,203,2.3,3.2,2.48,16.67,10.02,999,1018.2,10.1,10.9,999.0,99.0,99.00
2002,02,15,02,254,0.9,2.7,2.34,14.29,9.63,999,1018.0,10.0,11.0,999.0,99.0,99.00
2002,02,15,03,213,2.2,4.1,2.29,16.67,9.93,999,1018.3,10.0,11.0,999.0,99.0,99.00
2002,02,15,04,184,2.7,3.8,2.62,16.67,10.62,999,1018.6,10.1,10.9,999.0,99.0,99.00
2002,02,15,05,193,1.7,2.9,2.30,14.29,9.66,999,1018.9,10.3,10.9,999.0,99.0,99.00
2002,02,15,06,107,1.3,2.5,2.30,14.29,9.67,999,1019.1,10.4,10.9,999.0,99.0,99.00
2002,02,15,07,90,1.6,2.6,2.17,14.29,9.56,999,1019.2,10.5,10.9,999.0,99.0,99.00
2002,02,15,08,79,3.0,4.3,2.09,14.29,9.14,999,1019.2,10.5,10.9,999.0,99.0,99.00
2002,02,15,09,111,3.6,4.6,2.00,14.29,9.15,999,1019.1,10.6,10.9,999.0,99.0,99.00
2002,02,15,10,163,4.1,5.7,2.27,14.29,9.92,999,1019.1,10.2,10.9,999.0,99.0,99.00
2002,02,15,11,161,5.3,6.9,2.24,14.29,9.36,999,1019.3,10.4,10.9,999.0,99.0,99.00
2002,02,15,12,148,4.0,5.7,2.21,14.29,9.62,999,1019.4,10.5,10.9,999.0,99.0,99.00
2002,02,15,13,150,3.9,5.0,2.09,14.29,9.70,999,1019.7,10.3,10.9,999.0,99.0,99.00
2002,02,15,14,133,4.7,6.0,2.03,14.29,9.52,999,1020.0,10.5,10.8,999.0,99.0,99.00
2002,02,15,15,139,5.3,7.1,1.89,14.29,9.52,999,1020.2,10.7,10.8,999.0,99.0,99.00
2002,02,15,16,143,4.6,6.1,1.95,14.29,9.58,999,1020.3,10.9,10.8,999.0,99.0,99.00
2002,02,15,17,149,5.0,6.1,1.79,12.50,8.85,999,1020.7,11.1,10.8,999.0,99.0,99.00
2002,02,15,18,151,4.9,6.1,1.96,14.29,9.17,999,1021.1,11.2,10.8,999.0,99.0,99.00
2002,02,15,19,147,4.2,5.7,1.99,14.29,9.61,999,1021.3,11.2,10.9,999.0,99.0,99.00
2002,02,15,20,155,4.1,5.1,1.94,12.50,9.24,999,1021.4,11.3,11.0,999.0,99.0,99.00
2002,02,15,21,146,4.3,5.5,1.67,12.50,8.74,999,1021.0,11.3,11.0,999.0,99.0,99.00
2002,02,15,22,137,4.8,6.1,1.73,14.29,9.01,999,1020.3,11.2,11.1,999.0,99.0,99.00
2002,02,15,23,140,5.8,7.0,1.65,14.29,8.58,999,1020.0,11.3,11.1,999.0,99.0,99.00
2002,02,16,00,140,5.5,6.7,1.68,12.50,8.09,999,1020.1,11.1,11.1,999.0,99.0,99.00
2002,02,16,01,150,5.9,7.1,1.76,14.29,8.60,999,1020.0,11.0,11.1,999.0,99.0,99.00
2002,02,16,02,139,5.6,7.0,1.89,12.50,8.42,999,1020.0,10.9,10.9,999.0,99.0,99.00
2002,02,16,03,155,5.8,7.0,1.83,12.50,8.52,999,1020.4,11.1,10.8,999.0,99.0,99.00
2002,02,16,04,157,7.1,8.7,1.84,12.50,8.10,999,1020.4,11.1,10.7,999.0,99.0,99.00
2002,02,16,05,151,7.4,8.7,1.97,12.50,7.91,999,1020.7,11.1,10.7,999.0,99.0,99.00
2002,02,16,06,164,6.1,7.9,1.98,12.50,8.19,999,1021.0,11.2,10.9,999.0,99.0,99.00
2002,02,16,07,135,4.2,5.3,2.26,12.50,9.19,999,1020.7,11.0,10.9,999.0,99.0,99.00
2002,02,16,08,151,5.0,6.3,2.14,14.29,9.26,999,1020.4,11.1,10.9,999.0,99.0,99.00
2002,02,16,09,150,4.7,5.7,2.20,20.00,9.67,999,1020.1,11.1,10.9,999.0,99.0,99.00
2002,02,16,10,182,7.0,9.5,2.17,20.00,9.44,999,1019.7,10.6,10.8,999.0,99.0,99.00
2002,02,16,11,160,5.4,6.7,2.36,20.00,9.62,999,1019.2,10.8,10.8,999.0,99.0,99.00
2002,02,16,12,163,6.8,8.7,2.35,20.00,9.51,999,1018.5,10.5,10.7,999.0,99.0,99.00
2002,02,16,13,153,7.4,8.8,2.58,20.00,10.10,999,1017.9,10.5,10.7,999.0,99.0,99.00
2002,02,16,14,146,7.7,9.1,2.69,20.00,10.19,999,1017.6,10.3,10.7,999.0,99.0,99.00
2002,02,16,15,134,7.2,9.1,2.35,20.00,8.85,999,1017.1,10.5,10.7,999.0,99.0,99.00
2002,02,16,16,131,8.0,10.6,2.30,20.00,9.21,999,1016.4,10.4,10.7,999.0,99.0,99.00
2002,02,16,17,137,8.0,10.2,2.36,16.67,9.04,999,1017.0,11.0,10.7,999.0,99.0,99.00
2002,02,16,18,138,8.8,11.1,2.25,16.67,8.25,999,1016.4,11.0,10.7,999.0,99.0,99.00
2002,02,16,19,129,9.6,11.4,2.49,16.67,7.96,999,1015.7,11.1,10.8,999.0,99.0,99.00
2002,02,16,20,132,9.4,11.7,2.34,16.67,7.53,999,1015.1,11.1,10.8,999.0,99.0,99.00
2002,02,16,21,148,10.0,12.5,2.35,16.67,6.47,999,1014.2,11.0,10.8,999.0,99.0,99.00
2002,02,16,22,139,10.5,12.3,2.53,16.67,6.28,999,1012.7,11.1,10.7,999.0,99.0,99.00
2002,02,16,23,134,11.3,13.7,2.78,16.67,6.76,999,1011.3,10.6,10.7,999.0,99.0,99.00
2002,02,17,00,142,12.3,15.5,2.88,16.67,6.97,999,1010.6,10.6,10.7,999.0,99.0,99.00
2002,02,17,01,244,6.6,7.9,3.02,16.67,6.89,999,1011.0,8.9,10.7,999.0,99.0,99.00
2002,02,17,02,210,6.6,8.3,2.89,16.67,7.45,999,1011.3,8.7,10.7,999.0,99.0,99.00
2002,02,17,03,215,4.0,5.0,3.02,16.67,8.26,999,1011.6,7.7,10.6,999.0,99.0,99.00
2002,02,17,04,177,2.9,4.5,2.88,16.67,8.37,999,1012.1,8.2,10.7,999.0,99.0,99.00
2002,02,17,05,126,3.1,4.3,2.58,16.67,8.04,999,1012.1,8.4,10.6,999.0,99.0,99.00
2002,02,17,06,162,4.3,5.6,2.93,16.67,8.51,999,1012.1,9.6,10.6,999.0,99.0,99.00
2002,02,17,07,291,4.8,6.5,2.68,16.67,7.88,999,1012.3,7.6,10.6,999.0,99.0,99.00
2002,02,17,08,20,2.8,3.7,2.89,16.67,9.27,999,1012.0,8.3,10.5,999.0,99.0,99.00
2002,02,17,09,64,4.2,5.5,2.59,16.67,8.33,999,1011.8,8.3,10.5,999.0,99.0,99.00
2002,02,17,10,61,5.5,7.0,2.93,14.29,8.86,999,1011.7,8.8,10.5,999.0,99.0,99.00
2002,02,17,11,80,4.6,5.8,2.71,16.67,8.93,999,1011.5,8.8,10.6,999.0,99.0,99.00
2002,02,17,12,91,4.7,6.2,2.95,16.67,9.72,999,1011.3,8.8,10.6,999.0,99.0,99.00
2002,02,17,13,87,2.9,4.4,3.73,14.29,10.29,999,1011.6,8.7,10.6,999.0,99.0,99.00
2002,02,17,14,100,2.2,3.5,3.71,14.29,10.28,999,1012.3,8.5,10.5,999.0,99.0,99.00
2002,02,17,15,108,2.6,5.0,4.09,14.29,10.70,999,1012.7,8.5,10.5,999.0,99.0,99.00
2002,02,17,16,140,2.0,3.6,4.12,14.29,10.57,999,1013.1,8.9,10.5,999.0,99.0,99.00
2002,02,17,17,139,1.0,3.3,4.28,14.29,10.70,999,1013.1,9.7,10.6,999.0,99.0,99.00
2002,02,17,18,305,0.5,2.6,3.65,14.29,9.66,999,1013.6,9.6,10.7,999.0,99.0,99.00
2002,02,17,19,230,1.2,2.5,4.62,14.29,10.67,999,1014.2,10.0,11.0,999.0,99.0,99.00
2002,02,17,20,290,3.9,5.9,3.58,14.29,9.61,999,1014.5,9.9,10.8,999.0,99.0,99.00
2002,02,17,21,309,3.0,4.4,3.81,14.29,9.58,999,1014.4,9.4,10.8,999.0,99.0,99.00
2002,02,17,22,288,1.0,2.5,3.86,14.29,9.43,999,1014.2,9.6,10.9,999.0,99.0,99.00
2002,02,17,23,294,5.0,7.1,3.91,12.50,9.74,999,1014.0,9.4,10.8,999.0,99.0,99.00
2002,02,18,00,302,6.4,8.6,3.32,14.29,9.25,999,1014.2,9.3,10.7,999.0,99.0,99.00
2002,02,18,01,294,5.5,7.4,3.49,12.50,9.04,999,1014.1,9.8,10.8,999.0,99.0,99.00
2002,02,18,02,302,7.1,9.8,3.38,14.29,9.23,999,1014.2,9.2,10.7,999.0,99.0,99.00
2002,02,18,03,301,5.5,6.8,3.07,12.50,9.07,999,1014.4,10.2,10.7,999.0,99.0,99.00
2002,02,18,04,291,4.6,6.4,3.01,12.50,9.05,999,1014.5,10.3,10.7,999.0,99.0,99.00
2002,02,18,05,303,4.7,6.9,2.95,12.50,9.19,999,1015.0,10.4,10.6,999.0,99.0,99.00
2002,02,18,06,297,5.1,6.5,2.94,12.50,8.93,999,1015.6,10.4,10.6,999.0,99.0,99.00
2002,02,18,07,299,4.9,6.5,2.71,12.50,8.76,999,1015.8,10.5,10.6,999.0,99.0,99.00
2002,02,18,08,308,4.4,6.2,3.06,12.50,9.07,999,1016.1,10.5,10.6,999.0,99.0,99.00
2002,02,18,09,24,3.1,4.3,2.95,12.50,9.01,999,1016.2,10.1,10.6,999.0,99.0,99.00
2002,02,18,10,322,3.1,4.8,2.78,12.50,9.01,999,1016.2,9.5,10.6,999.0,99.0,99.00
2002,02,18,11,310,0.4,1.5,2.60,12.50,8.79,999,1016.0,9.7,10.6,999.0,99.0,99.00
2002,02,18,12,191,1.0,1.8,2.90,12.50,8.83,999,1015.6,9.8,10.6,999.0,99.0,99.00
2002,02,18,13,177,0.3,1.2,2.87,12.50,8.78,999,1016.4,9.9,10.6,999.0,99.0,99.00
2002,02,18,14,187,1.6,2.1,2.62,11.11,8.22,999,1016.5,10.1,10.6,999.0,99.0,99.00
2002,02,18,15,232,2.2,3.2,2.91,11.11,8.69,999,1017.4,10.1,10.6,999.0,99.0,99.00
2002,02,18,16,229,1.8,2.4,2.66,12.50,8.52,999,1018.1,10.3,10.6,999.0,99.0,99.00
2002,02,18,17,211,1.5,2.3,2.53,14.29,7.95,999,1018.4,10.8,10.6,999.0,99.0,99.00
2002,02,18,18,162,2.2,3.2,2.41,11.11,8.02,999,1018.6,10.4,10.7,999.0,99.0,99.00
2002,02,18,19,97,3.6,5.1,2.57,11.11,8.22,999,1019.3,9.6,10.7,999.0,99.0,99.00
2002,02,18,20,111,2.8,3.9,2.26,12.50,7.59,999,1019.7,9.9,10.7,999.0,99.0,99.00
2002,02,18,21,170,3.5,4.4,2.41,11.11,7.83,999,1019.1,10.4,10.7,999.0,99.0,99.00
2002,02,18,22,165,3.6,4.5,2.18,12.50,7.81,999,1018.3,10.5,10.7,999.0,99.0,99.00
2002,02,18,23,171,4.6,5.4,2.23,12.50,8.16,999,1018.4,10.4,10.7,999.0,99.0,99.00
2002,02,19,00,164,4.2,5.1,2.21,12.50,8.05,999,1018.3,10.4,10.7,999.0,99.0,99.00
2002,02,19,01,161,5.4,6.6,2.03,12.50,7.89,999,1018.5,10.4,10.7,999.0,99.0,99.00
2002,02,19,02,158,5.5,6.8,1.88,12.50,7.64,999,1018.8,10.6,10.7,999.0,99.0,99.00
2002,02,19,03,161,5.8,7.1,1.89,12.50,7.69,999,1018.9,10.7,10.6,999.0,99.0,99.00
2002,02,19,04,166,6.9,8.5,1.75,12.50,7.00,999,1019.1,10.6,10.6,999.0,99.0,99.00
2002,02,19,05,165,7.7,9.2,1.65,11.11,6.07,999,1019.8,10.0,10.6,999.0,99.0,99.00
2002,02,19,06,167,8.5,10.0,1.66,12.50,6.05,999,1019.6,10.3,10.6,999.0,99.0,99.00
2002,02,19,07,161,8.8,10.5,1.49,12.50,5.26,999,1020.0,9.9,10.7,999.0,99.0,99.00
2002,02,19,08,154,9.6,11.4,1.63,12.50,5.33,999,1019.1,9.7,10.7,999.0,99.0,99.00
2002,02,19,09,154,9.8,11.4,1.78,12.50,5.03,999,1019.4,9.8,10.7,999.0,99.0,99.00
2002,02,19,10,155,9.4,11.7,1.87,4.76,5.10,999,1019.3,10.1,10.7,999.0,99.0,99.00
2002,02,19,11,146,9.7,11.8,2.05,5.26,5.37,999,1018.7,10.2,10.7,999.0,99.0,99.00
2002,02,19,12,148,10.2,11.8,1.97,5.26,5.29,999,1018.3,10.4,10.7,999.0,99.0,99.00
2002,02,19,13,147,9.1,11.1,1.96,5.56,5.26,999,1018.7,10.6,10.7,999.0,99.0,99.00
2002,02,19,14,153,7.9,9.6,1.98,5.88,5.33,999,1018.8,10.8,10.7,999.0,99.0,99.00
2002,02,19,15,157,5.2,6.6,1.78,5.56,5.32,999,1019.1,11.0,10.7,999.0,99.0,99.00
2002,02,19,16,181,4.2,4.9,1.65,5.56,5.35,999,1020.0,11.3,10.8,999.0,99.0,99.00
2002,02,19,17,192,5.0,5.6,1.47,5.56,5.29,999,1020.3,11.4,10.8,999.0,99.0,99.00
2002,02,19,18,215,5.7,6.4,1.42,12.50,5.58,999,1020.8,11.5,10.8,999.0,99.0,99.00
2002,02,19,19,220,5.8,6.9,1.39,12.50,5.60,999,1021.0,11.5,10.9,999.0,99.0,99.00
2002,02,19,20,225,5.7,6.5,1.36,5.56,5.31,999,1021.2,11.6,10.9,999.0,99.0,99.00
2002,02,19,21,999,99.0,99.0,99.00,99.00,99.00,999,9999.0,999.0,999.0,999.0,99.0,99.00
2002,02,19,22,240,7.4,8.5,1.49,11.11,5.62,999,1020.9,11.9,10.9,999.0,99.0,99.00
2002,02,19,23,243,7.5,8.7,1.66,11.11,5.65,999,1020.9,12.1,10.9,999.0,99.0,99.00
2002,02,20,00,243,6.9,8.3,1.72,11.11,5.61,999,1021.4,11.9,10.9,999.0,99.0,99.00
2002,02,20,01,238,6.8,7.8,1.89,11.11,5.88,999,1021.8,12.0,10.9,999.0,99.0,99.00
2002,02,20,02,231,5.9,7.0,2.10,11.11,6.33,999,1022.2,11.9,10.8,999.0,99.0,99.00
2002,02,20,03,223,5.5,6.3,2.27,10.00,6.56,999,1022.5,11.9,10.8,999.0,99.0,99.00
2002,02,20,04,217,4.9,5.7,2.42,10.00,6.78,999,1023.1,11.8,10.8,999.0,99.0,99.00
2002,02,20,05,213,4.5,5.4,2.54,10.00,6.86,999,1023.6,11.7,10.8,999.0,99.0,99.00
2002,02,20,06,211,4.6,5.5,2.59,11.11,7.44,999,1023.8,11.7,10.8,999.0,99.0,99.00
2002,02,20,07,214,5.7,6.5,2.77,11.11,7.69,999,1024.2,11.7,10.8,999.0,99.0,99.00
2002,02,20,08,219,5.9,6.9,2.88,11.11,8.09,999,1024.3,11.7,10.9,999.0,99.0,99.00
2002,02,20,09,999,99.0,99.0,99.00,99.00,99.00,999,9999.0,999.0,999.0,999.0,99.0,99.00
2002,02,20,10,219,5.3,6.3,2.82,12.50,8.25,999,1024.4,11.6,10.9,999.0,99.0,99.00
2002,02,20,11,228,4.5,5.8,2.82,12.50,8.14,999,1024.5,11.7,10.9,999.0,99.0,99.00
2002,02,20,12,233,3.9,5.1,2.50,12.50,7.90,999,1024.6,11.7,10.9,999.0,99.0,99.00
2002,02,20,13,216,2.8,3.4,2.70,12.50,8.43,999,1024.8,11.6,10.9,999.0,99.0,99.00
2002,02,20,14,222,3.7,4.5,2.81,12.50,8.65,999,1025.2,11.7,10.9,999.0,99.0,99.00
2002,02,20,15,215,3.2,3.7,2.45,12.50,8.08,999,1025.7,11.6,10.9,999.0,99.0,99.00
2002,02,20,16,225,3.8,4.6,3.18,12.50,9.35,999,1026.6,11.5,10.9,999.0,99.0,99.00
2002,02,20,17,222,3.5,4.5,2.87,12.50,9.06,999,1027.6,11.7,10.9,999.0,99.0,99.00
2002,02,20,18,214,2.9,3.8,3.02,12.50,9.55,999,1028.4,11.7,10.9,999.0,99.0,99.00
2002,02,20,19,203,2.2,2.7,2.59,11.11,8.63,999,1028.7,11.7,10.9,999.0,99.0,99.00
2002,02,20,20,240,1.9,2.9,2.66,11.11,8.78,999,1028.6,11.7,11.0,999.0,99.0,99.00
2002,02,20,21,262,2.3,3.3,2.52,11.11,8.94,999,1028.3,11.8,11.3,999.0,99.0,99.00
2002,02,20,22,218,1.0,1.6,2.24,11.11,8.28,999,1028.0,11.8,11.6,999.0,99.0,99.00
2002,02,20,23,217,0.4,1.3,2.27,12.50,8.44,999,1027.7,12.0,11.6,999.0,99.0,99.00
2002,02,21,00,303,2.1,3.3,2.54,11.11,8.69,999,1027.8,11.9,11.7,999.0,99.0,99.00
2002,02,21,01,330,1.1,1.9,2.44,11.11,8.30,999,1027.4,11.6,11.5,999.0,99.0,99.00
2002,02,21,02,307,2.2,3.2,2.42,11.11,8.51,999,1027.5,11.4,11.3,999.0,99.0,99.00
2002,02,21,03,292,1.7,3.0,2.42,11.11,8.15,999,1027.7,11.4,11.2,999.0,99.0,99.00
2002,02,21,04,320,2.5,3.7,2.62,11.11,8.35,999,1027.9,11.0,11.1,999.0,99.0,99.00
2002,02,21,05,313,3.6,5.3,2.42,12.50,8.35,999,1027.8,10.7,11.1,999.0,99.0,99.00
2002,02,21,06,312,4.5,5.6,2.28,11.11,8.28,999,1028.1,10.3,11.0,999.0,99.0,99.00
2002,02,21,07,338,6.0,7.5,2.68,11.11,8.90,999,1027.8,10.5,11.0,999.0,99.0,99.00
2002,02,21,08,334,5.2,6.3,2.15,11.11,8.39,999,1027.3,10.3,11.0,999.0,99.0,99.00
2002,02,21,09,334,3.5,4.5,2.23,11.11,8.14,999,1026.6,10.2,11.0,999.0,99.0,99.00
2002,02,21,10,325,4.4,5.7,2.04,11.11,8.15,999,1026.4,10.3,11.0,999.0,99.0,99.00
2002,02,21,11,2,3.3,4.2,1.83,11.11,7.89,999,1026.5,10.1,11.0,999.0,99.0,99.00
2002,02,21,12,28,1.9,2.7,1.73,11.11,7.88,999,1026.4,10.1,11.0,999.0,99.0,99.00
2002,02,21,13,359,1.1,1.8,1.83,11.11,7.98,999,1026.4,9.9,11.0,999.0,99.0,99.00
2002,02,21,14,46,1.3,2.0,2.00,11.11,8.23,999,1026.6,9.6,11.0,999.0,99.0,99.00
2002,02,21,15,50,1.5,2.7,1.86,11.11,8.13,999,1026.8,10.0,11.0,999.0,99.0,99.00
2002,02,21,16,81,2.9,3.9,1.94,10.00,8.26,999,1027.3,9.6,11.0,999.0,99.0,99.00
2002,02,21,17,95,3.1,4.8,1.91,11.11,8.37,999,1027.6,10.8,11.0,999.0,99.0,99.00
2002,02,21,18,76,3.0,4.2,1.76,10.00,8.17,999,1028.0,11.0,11.0,999.0,99.0,99.00
2002,02,21,19,79,3.8,5.0,1.68,10.00,7.96,999,1027.9,10.8,11.1,999.0,99.0,99.00
2002,02,21,20,53,2.5,3.7,1.82,10.00,8.29,999,1027.6,11.2,11.2,999.0,99.0,99.00
2002,02,21,21,350,2.9,3.6,1.56,10.00,7.93,999,1027.0,10.5,11.3,999.0,99.0,99.00
2002,02,21,22,5,2.5,2.9,1.40,10.00,7.95,999,1026.2,10.2,11.4,999.0,99.0,99.00
