YY,MM,DD,hh,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS
84,01,01,00,294,03.9,04.6,01.70,11.10,07.30,999,1028.4,12.5,12.7,999.0,99.0
84,01,01,01,295,04.2,04.9,01.70,11.10,07.20,999,1028.9,12.4,12.5,999.0,99.0
84,01,01,02,300,04.6,05.8,01.60,10.00,06.80,999,1029.3,12.4,12.4,999.0,99.0
84,01,01,03,301,04.0,05.0,01.70,11.10,06.50,999,1029.3,12.3,12.4,999.0,99.0
84,01,01,04,305,04.6,05.6,01.80,11.10,06.40,999,1029.4,12.4,12.3,999.0,99.0
84,01,01,05,308,05.6,06.5,01.80,10.00,05.80,999,1029.5,12.3,12.3,999.0,99.0
84,01,01,06,315,04.4,05.4,01.70,10.00,06.00,999,1029.5,12.2,12.3,999.0,99.0
84,01,01,07,300,05.8,07.0,01.60,11.10,05.80,999,1029.7,12.3,12.3,999.0,99.0
84,01,01,08,315,04.7,06.0,01.50,10.00,05.70,999,1029.8,12.3,12.3,999.0,99.0
84,01,01,09,329,03.8,04.8,01.50,11.10,05.70,999,1029.5,12.2,12.3,999.0,99.0
84,01,01,10,315,03.1,04.1,01.40,10.00,05.60,999,1029.4,12.0,12.3,999.0,99.0
84,01,01,11,336,02.4,03.1,01.40,11.10,06.00,999,1029.5,11.8,12.3,999.0,99.0
84,01,01,12,329,02.8,03.4,01.50,11.10,06.30,999,1029.6,11.5,12.2,999.0,99.0
84,01,01,13,306,05.4,06.3,01.50,10.00,06.20,999,1029.7,11.3,12.2,999.0,99.0
84,01,01,14,013,01.7,03.0,01.50,10.00,06.10,999,1030.0,10.8,12.2,999.0,99.0
84,01,01,15,348,01.9,02.6,01.50,10.00,06.00,999,1030.4,10.7,12.2,999.0,99.0
84,01,01,16,337,00.5,01.3,01.50,10.00,06.40,999,1030.4,10.9,12.2,999.0,99.0
84,01,01,17,011,00.0,00.0,01.50,09.10,06.40,999,1030.9,12.2,12.2,999.0,99.0
84,01,01,18,126,02.2,02.7,01.50,10.00,06.10,999,1031.0,12.0,12.1,999.0,99.0
84,01,01,19,103,03.1,03.7,01.30,09.10,06.50,999,1031.0,11.3,12.2,999.0,99.0
84,01,01,20,108,02.2,02.8,01.30,10.00,06.20,999,1030.5,11.8,12.3,999.0,99.0
84,01,01,21,011,00.0,00.2,01.20,09.10,05.60,999,1030.2,12.7,12.4,999.0,99.0
84,01,01,22,310,01.0,01.9,01.20,09.10,05.70,999,1029.9,12.4,12.4,999.0,99.0
84,01,01,23,294,04.7,05.4,01.10,09.10,05.60,999,1030.3,11.9,12.5,999.0,99.0
84,01,02,00,306,04.1,04.8,01.10,09.10,05.40,999,1030.4,11.9,12.5,999.0,99.0
84,01,02,01,303,05.1,06.0,01.20,10.00,05.60,999,1030.9,12.3,12.4,999.0,99.0
84,01,02,02,296,06.1,06.9,01.10,10.00,05.00,999,1030.8,12.4,12.4,999.0,99.0
84,01,02,03,293,07.4,09.0,01.20,09.10,04.20,999,1030.3,12.5,12.4,999.0,99.0
84,01,02,04,310,04.3,05.4,01.40,10.00,04.30,999,1030.3,12.6,12.4,999.0,99.0
84,01,02,05,320,03.6,04.5,01.40,99.00,04.50,999,1030.4,12.5,12.3,999.0,99.0
84,01,02,06,299,01.9,02.3,01.30,10.00,04.80,999,1030.8,12.1,12.3,999.0,99.0
84,01,02,07,314,03.8,04.8,01.20,09.10,05.00,999,1030.8,12.3,12.3,999.0,99.0
84,01,02,08,324,03.2,04.0,01.00,09.10,05.30,999,1030.6,12.2,12.3,999.0,99.0
84,01,02,09,296,02.7,03.6,00.90,09.10,05.30,999,1030.5,12.1,12.3,999.0,99.0
84,01,02,10,308,04.3,05.8,00.90,09.10,05.30,999,1030.0,12.0,12.3,999.0,99.0
84,01,02,11,326,03.0,03.7,01.00,09.10,05.40,999,1030.2,11.9,12.3,999.0,99.0
84,01,02,12,050,00.5,01.1,00.90,09.10,05.50,999,1029.8,11.0,12.2,999.0,99.0
84,01,02,13,316,03.9,04.8,00.90,09.10,05.70,999,1029.8,11.8,12.2,999.0,99.0
84,01,02,14,327,03.1,03.8,01.00,09.10,05.80,999,1029.8,11.7,12.2,999.0,99.0
84,01,02,15,304,02.6,03.2,01.00,09.10,05.70,999,1029.6,11.4,11.9,999.0,99.0
84,01,02,16,014,01.0,01.7,01.00,08.30,05.40,999,1029.6,11.6,11.9,999.0,99.0
84,01,02,17,089,01.6,02.1,01.10,10.00,05.70,999,1029.9,11.6,11.8,999.0,99.0
84,01,02,18,072,03.3,04.2,01.10,10.00,05.80,999,1030.1,10.8,11.9,999.0,99.0
84,01,02,19,069,04.5,05.3,01.00,09.10,05.40,999,1029.7,11.2,12.0,999.0,99.0
84,01,02,20,087,03.1,03.7,01.10,10.00,05.50,999,1028.8,11.6,12.1,999.0,99.0
84,01,02,21,151,01.0,01.6,01.10,10.00,05.60,999,1027.9,12.4,12.3,999.0,99.0
84,01,02,22,267,01.1,01.5,01.00,10.00,05.70,999,1027.8,12.5,12.4,999.0,99.0
84,01,02,23,319,01.5,01.9,01.00,09.10,05.50,999,1027.2,12.6,12.6,999.0,99.0
84,01,03,00,015,00.8,01.1,01.20,10.00,05.90,999,1026.9,13.2,12.4,999.0,99.0
84,01,03,01,352,00.2,00.6,01.10,11.10,06.00,999,1026.9,12.7,12.4,999.0,99.0
84,01,03,02,087,00.3,01.0,01.20,10.00,06.40,999,1027.0,11.9,12.3,999.0,99.0
84,01,03,03,281,01.0,01.4,01.10,10.00,06.30,999,1027.4,12.0,12.2,999.0,99.0
84,01,03,04,031,01.1,01.5,01.00,09.10,06.20,999,1027.2,11.9,12.2,999.0,99.0
84,01,03,05,051,01.1,01.9,01.30,10.00,07.00,999,1026.9,12.0,12.3,999.0,99.0
84,01,03,06,358,00.6,01.2,01.30,10.00,07.10,999,1027.4,12.0,12.3,999.0,99.0
84,01,03,07,067,00.9,01.7,01.10,09.10,06.00,999,1027.1,11.8,12.1,999.0,99.0
84,01,03,08,011,00.1,00.4,01.30,14.30,07.10,999,1027.1,11.6,12.1,999.0,99.0
84,01,03,09,058,02.2,02.9,01.40,10.00,07.10,999,1026.8,11.4,12.1,999.0,99.0
84,01,03,10,061,03.1,03.8,01.40,14.30,07.40,999,1026.8,11.6,12.2,999.0,99.0
84,01,03,11,048,03.0,03.6,01.40,12.50,07.40,999,1026.5,11.7,12.2,999.0,99.0
84,01,03,12,054,04.2,05.8,01.60,14.30,07.50,999,1026.6,11.1,12.1,999.0,99.0
84,01,03,13,055,05.6,06.9,01.80,12.50,06.70,999,1026.2,11.0,12.2,999.0,99.0
84,01,03,14,059,05.0,06.4,01.70,12.50,06.70,999,1026.4,11.0,12.2,999.0,99.0
84,01,03,15,068,05.7,06.7,01.60,12.50,06.50,999,1026.6,10.8,12.0,999.0,99.0
84,01,03,16,065,05.0,06.2,01.90,12.50,07.60,999,1027.0,10.7,11.9,999.0,99.0
84,01,03,17,064,04.6,05.8,01.80,12.50,07.10,999,1027.8,10.3,11.9,999.0,99.0
84,01,03,18,072,05.0,06.1,01.80,12.50,06.90,999,1027.7,10.5,12.0,999.0,99.0
84,01,03,19,063,03.6,04.9,02.00,12.50,07.50,999,1027.6,11.0,12.1,999.0,99.0
84,01,03,20,072,03.0,03.9,01.80,12.50,07.70,999,1026.5,11.4,12.2,999.0,99.0
84,01,03,21,058,02.0,02.7,01.70,12.50,07.70,999,1025.7,12.1,12.2,999.0,99.0
84,01,03,22,011,00.2,00.8,02.00,12.50,08.60,999,1024.9,12.9,12.3,999.0,99.0
84,01,03,23,011,00.0,00.1,01.70,12.50,07.90,999,1024.6,13.8,12.3,999.0,99.0
84,01,04,00,011,00.0,00.3,02.10,12.50,08.60,999,1024.5,14.0,12.3,999.0,99.0
84,01,04,01,011,00.0,00.2,01.90,12.50,08.00,999,1024.6,12.9,12.3,999.0,99.0
84,01,04,02,011,00.0,00.1,02.00,12.50,08.20,999,1024.7,12.0,12.3,999.0,99.0
84,01,04,03,101,00.1,00.4,01.90,11.10,07.60,999,1025.0,11.8,12.3,999.0,99.0
84,01,04,04,119,01.0,01.8,01.90,11.10,07.50,999,1024.8,11.9,12.3,999.0,99.0
