YY,MM,DD,hh,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS
94,01,01,00,152,03.7,05.0,02.20,12.50,08.80,999,1020.5,11.3,12.4,999.0,99.0
94,01,01,01,129,04.4,05.6,02.20,14.30,09.20,999,1020.5,11.3,12.4,999.0,99.0
94,01,01,02,120,05.3,07.0,02.30,14.30,09.80,999,1021.1,11.5,12.3,999.0,99.0
94,01,01,03,127,03.1,04.4,02.10,12.50,09.40,999,1021.6,11.6,12.3,999.0,99.0
94,01,01,04,157,03.3,04.4,01.90,11.10,09.20,999,1021.3,11.6,12.3,999.0,99.0
94,01,01,05,123,00.6,01.3,02.10,12.50,09.70,999,1022.0,11.6,12.3,999.0,99.0
94,01,01,06,093,01.4,02.1,02.00,11.10,09.10,999,1022.2,11.4,12.3,999.0,99.0
94,01,01,07,104,04.0,05.1,02.10,12.50,09.40,999,1022.0,10.8,12.3,999.0,99.0
94,01,01,08,139,03.9,05.1,01.80,11.10,09.10,999,1021.6,10.9,12.2,999.0,99.0
94,01,01,09,132,05.2,06.4,01.80,11.10,09.10,999,1021.5,10.7,12.2,999.0,99.0
94,01,01,10,148,04.1,05.3,01.90,12.50,08.90,999,1022.2,10.7,12.3,999.0,99.0
94,01,01,11,127,03.6,04.5,01.80,12.50,08.90,999,1022.9,11.1,12.3,999.0,99.0
94,01,01,12,121,06.2,07.6,01.90,12.50,09.10,999,1022.9,10.4,12.3,999.0,99.0
94,01,01,13,121,07.1,08.6,01.80,12.50,08.00,999,1022.8,09.7,12.3,999.0,99.0
94,01,01,14,141,06.8,08.4,01.50,14.30,06.90,999,1022.8,09.5,12.2,999.0,99.0
94,01,01,15,166,06.7,08.4,01.80,12.50,07.60,999,1023.1,11.4,12.2,999.0,99.0
94,01,01,16,178,08.2,10.1,01.70,12.50,06.00,999,1022.5,11.8,12.2,999.0,99.0
94,01,01,17,175,09.0,10.7,01.70,12.50,05.50,999,1023.3,11.8,12.2,999.0,99.0
94,01,01,18,179,08.0,09.4,01.80,12.50,05.90,999,1024.1,11.7,12.2,999.0,99.0
94,01,01,19,174,08.9,10.5,01.90,12.50,05.90,999,1023.9,11.8,12.3,999.0,99.0
94,01,01,20,171,08.0,09.6,01.90,12.50,06.20,999,1023.9,12.2,12.3,999.0,99.0
94,01,01,21,157,06.3,07.7,02.10,12.50,06.90,999,1024.0,11.9,12.3,999.0,99.0
94,01,01,22,140,04.8,06.4,02.30,12.50,07.10,999,1024.2,12.1,12.3,999.0,99.0
94,01,01,23,128,06.8,08.6,02.50,12.50,07.50,999,1024.2,11.1,12.3,999.0,99.0
94,01,02,00,128,06.3,08.2,02.70,12.50,08.00,999,1025.2,11.4,12.2,999.0,99.0
94,01,02,01,122,06.4,08.2,02.70,12.50,08.00,999,1025.1,11.4,12.2,999.0,99.0
94,01,02,02,114,07.0,09.1,03.00,12.50,08.40,999,1025.8,11.2,12.3,999.0,99.0
94,01,02,03,106,07.2,08.9,02.50,12.50,08.00,999,1026.3,11.2,12.3,999.0,99.0
94,01,02,04,109,06.7,08.5,02.70,12.50,08.40,999,1026.4,11.0,12.2,999.0,99.0
94,01,02,05,113,06.4,08.2,02.60,11.10,08.50,999,1026.3,11.0,12.2,999.0,99.0
94,01,02,06,120,06.5,08.4,02.50,14.30,08.70,999,1026.4,11.2,12.2,999.0,99.0
94,01,02,07,118,05.7,07.3,02.40,12.50,08.40,999,1026.9,11.4,12.3,999.0,99.0
94,01,02,08,118,06.9,09.2,02.50,12.50,08.30,999,1027.0,11.0,12.3,999.0,99.0
94,01,02,09,118,06.2,07.7,02.70,14.30,08.60,999,1026.7,10.8,12.3,999.0,99.0
94,01,02,10,115,06.0,08.2,02.50,12.50,08.60,999,1026.8,10.4,12.3,999.0,99.0
94,01,02,11,115,06.7,08.4,02.70,12.50,08.90,999,1026.9,10.1,12.4,999.0,99.0
94,01,02,12,108,07.8,09.3,02.30,12.50,08.10,999,1026.6,10.0,12.4,999.0,99.0
94,01,02,13,114,07.1,09.3,02.90,12.50,08.90,999,1026.5,09.8,12.5,999.0,99.0
94,01,02,14,121,07.5,09.3,02.60,12.50,08.50,999,1026.2,09.8,12.5,999.0,99.0
94,01,02,15,116,07.3,09.9,02.70,14.30,08.70,999,1026.3,10.2,12.5,999.0,99.0
94,01,02,16,109,05.6,07.5,02.40,14.30,08.40,999,1027.0,09.9,12.5,999.0,99.0
94,01,02,17,111,06.1,07.9,03.00,12.50,09.40,999,1027.9,10.1,12.6,999.0,99.0
94,01,02,18,101,06.8,08.3,02.50,14.30,08.80,999,1028.3,10.3,12.6,999.0,99.0
94,01,02,19,106,06.3,08.0,02.70,12.50,09.20,999,1028.2,10.7,12.6,999.0,99.0
94,01,02,20,111,05.7,07.9,02.70,14.30,09.50,999,1027.3,11.3,12.6,999.0,99.0
94,01,02,21,103,05.3,06.6,03.00,16.70,10.30,999,1026.4,11.7,12.7,999.0,99.0
94,01,02,22,100,05.8,07.2,02.70,16.70,10.50,999,1025.8,12.4,12.7,999.0,99.0
