YY,MM,DD,hh,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE
2001,01,03,04,87,6.3,7.8,2.14,14.29,9.87,999,1026.1,12.3,11.3,9.1,99.0,99.00
2001,01,03,05,87,5.9,7.5,2.30,14.29,10.34,999,1026.3,12.3,11.2,8.9,99.0,99.00
2001,01,03,06,82,6.5,7.7,2.13,14.29,9.71,999,1026.2,12.2,11.1,8.8,99.0,99.00
2001,01,03,07,88,7.2,8.5,2.46,14.29,9.81,999,1026.4,11.8,11.1,8.6,99.0,99.00
2001,01,03,08,87,8.5,11.0,2.24,14.29,8.53,999,1026.5,12.1,11.1,8.1,99.0,99.00
2001,01,03,09,91,9.2,11.1,2.17,12.50,7.89,999,1026.4,12.0,11.1,8.1,99.0,99.00
2001,01,03,10,91,9.4,11.2,1.98,14.29,7.58,999,1026.3,11.8,11.1,8.6,99.0,99.00
2001,01,03,11,89,9.4,11.9,2.06,14.29,7.52,999,1026.4,11.5,11.1,8.3,99.0,99.00
2001,01,03,12,83,8.6,10.4,2.22,14.29,7.81,999,1026.5,11.3,11.1,8.2,99.0,99.00
2001,01,03,13,84,8.8,10.3,2.00,12.50,7.32,999,1026.4,11.1,11.1,8.0,99.0,99.00
2001,01,03,14,87,8.5,10.2,2.38,12.50,7.79,999,1026.8,10.9,11.1,8.1,99.0,99.00
2001,01,03,15,84,8.1,9.6,2.07,12.50,7.26,999,1027.3,11.3,11.2,8.2,99.0,99.00
2001,01,03,16,51,6.0,7.8,2.23,12.50,7.96,999,1028.6,10.9,11.2,7.8,99.0,99.00
2001,01,03,17,19,3.7,4.6,2.09,12.50,8.16,999,1029.3,11.8,11.2,11.3,99.0,99.00
2001,01,03,18,3,6.0,7.5,1.74,12.50,8.09,999,1029.6,12.0,11.2,11.0,99.0,99.00
2001,01,03,19,37,4.7,5.4,2.00,12.50,7.91,999,1029.7,12.2,11.3,10.1,99.0,99.00
2001,01,03,20,77,4.3,6.1,1.99,12.50,9.00,999,1028.4,11.9,11.4,8.5,99.0,99.00
2001,01,03,21,87,5.6,7.0,1.79,12.50,8.98,999,1027.2,13.0,11.4,7.8,99.0,99.00
2001,01,03,22,98,3.8,4.5,1.83,14.29,9.03,999,1026.9,13.4,11.4,9.1,99.0,99.00
2001,01,03,23,89,4.5,5.6,1.93,12.50,9.91,999,1026.5,14.0,11.4,8.2,99.0,99.00
2001,01,04,00,94,5.0,6.7,1.95,12.50,9.78,999,1026.3,14.1,11.4,8.8,99.0,99.00
2001,01,04,01,72,2.4,3.2,1.90,14.29,10.21,999,1026.6,14.2,11.4,8.8,99.0,99.00
2001,01,04,02,349,4.1,5.2,1.98,12.50,10.22,999,1026.8,12.3,11.4,10.8,99.0,99.00
2001,01,04,03,333,3.3,3.9,2.13,12.50,10.52,999,1026.7,11.9,11.4,11.5,99.0,99.00
2001,01,04,04,34,1.7,2.4,2.50,12.50,11.03,999,1026.3,11.7,11.4,11.6,99.0,99.00
2001,01,04,05,106,2.6,3.8,2.47,12.50,10.88,999,1025.9,11.4,11.4,11.4,99.0,99.00
2001,01,04,06,344,3.1,4.7,2.61,14.29,10.54,999,1026.0,11.9,11.3,11.1,99.0,99.00
2001,01,04,07,35,2.2,3.3,2.42,12.50,10.55,999,1026.2,12.1,11.3,10.0,99.0,99.00
2001,01,04,08,69,2.4,3.6,2.68,14.29,10.84,999,1025.9,11.8,11.3,10.3,99.0,99.00
2001,01,04,09,36,3.2,5.0,2.76,12.50,10.38,999,1025.6,12.2,11.3,9.3,99.0,99.00
2001,01,04,10,6,2.3,3.3,2.51,12.50,10.29,999,1025.3,11.7,11.3,10.6,99.0,99.00
2001,01,04,11,82,3.1,4.8,2.86,12.50,10.49,999,1024.6,11.4,11.3,10.7,99.0,99.00
2001,01,04,12,89,5.2,7.1,2.62,12.50,10.24,999,1023.8,11.6,11.3,9.2,99.0,99.00
2001,01,04,13,101,8.4,10.7,2.97,12.50,10.05,999,1022.9,11.6,11.4,8.3,99.0,99.00
2001,01,04,14,80,8.0,10.3,3.13,12.50,9.50,999,1023.3,11.6,11.5,7.7,99.0,99.00
2001,01,04,15,70,8.1,10.6,2.92,12.50,8.95,999,1023.9,11.2,11.5,7.9,99.0,99.00
2001,01,04,16,66,7.9,10.6,3.15,12.50,9.32,999,1024.2,11.6,11.4,7.5,99.0,99.00
2001,01,04,17,74,8.2,10.5,2.93,11.11,9.06,999,1024.1,11.8,11.5,7.2,99.0,99.00
2001,01,04,18,77,6.7,8.7,3.02,14.29,9.69,999,1024.4,11.3,11.5,7.8,99.0,99.00
2001,01,04,19,74,5.0,7.2,3.11,12.50,9.79,999,1024.3,11.7,11.5,8.1,99.0,99.00
2001,01,04,20,101,5.3,6.9,3.12,12.50,10.12,999,1023.4,12.3,11.5,8.0,99.0,99.00
2001,01,04,21,82,5.7,8.0,3.56,12.50,10.68,999,1022.4,13.4,11.5,6.7,99.0,99.00
2001,01,04,22,76,4.5,6.1,3.56,12.50,10.76,999,1021.6,13.9,11.6,7.5,99.0,99.00
2001,01,04,23,32,4.4,5.7,3.38,12.50,10.61,999,1021.3,12.9,11.6,9.5,99.0,99.00
2001,01,05,00,27,2.5,3.7,2.84,12.50,9.98,999,1021.0,13.0,11.6,10.3,99.0,99.00
2001,01,05,01,356,3.2,3.8,2.94,12.50,10.13,999,1021.2,12.3,11.6,10.4,99.0,99.00
2001,01,05,02,351,2.6,3.3,2.84,12.50,9.90,999,1021.7,11.9,11.5,11.8,99.0,99.00
2001,01,05,03,360,3.1,3.8,2.92,12.50,9.77,999,1022.0,12.0,11.5,10.9,99.0,99.00
2001,01,05,04,344,2.8,3.6,3.00,12.50,9.82,999,1022.5,12.0,11.5,11.8,99.0,99.00
2001,01,05,05,336,5.2,6.5,2.86,12.50,10.05,999,1022.7,12.7,11.5,9.6,99.0,99.00
2001,01,05,06,328,9.9,11.7,2.93,12.50,8.85,999,1022.2,11.9,11.5,11.8,99.0,99.00
2001,01,05,07,332,8.0,9.2,2.99,12.50,7.80,999,1022.0,11.6,11.5,11.5,99.0,99.00
2001,01,05,08,357,5.2,6.1,2.87,12.50,8.17,999,1022.2,11.5,11.4,11.4,99.0,99.00
2001,01,05,09,19,3.5,4.2,2.46,12.50,7.66,999,1021.2,11.3,11.4,11.2,99.0,99.00
2001,01,05,10,92,4.3,6.0,2.60,12.50,8.34,999,1020.8,11.1,11.4,9.6,99.0,99.00
2001,01,05,11,78,4.7,6.2,2.28,12.50,8.29,999,1020.7,11.0,11.4,9.5,99.0,99.00
2001,01,05,12,87,4.6,6.3,2.61,11.11,8.91,999,1020.8,11.2,11.4,9.0,99.0,99.00
2001,01,05,13,108,4.3,6.1,2.38,12.50,8.71,999,1020.4,11.6,11.3,8.8,99.0,99.00
2001,01,05,14,318,6.9,9.0,2.43,12.50,8.44,999,1021.2,11.7,11.2,9.9,99.0,99.00
2001,01,05,15,315,5.9,7.2,2.29,11.11,7.84,999,1020.9,11.3,11.2,11.1,99.0,99.00
2001,01,05,16,10,3.1,3.9,2.55,12.50,8.36,999,1020.8,11.1,11.2,10.8,99.0,99.00
2001,01,05,17,31,3.5,4.6,2.49,12.50,8.29,999,1021.2,11.1,11.2,10.0,99.0,99.00
2001,01,05,18,83,4.0,5.5,2.42,12.50,8.62,999,1021.2,11.0,11.2,8.0,99.0,99.00
2001,01,05,19,65,2.5,3.7,1.85,11.11,7.43,999,1021.5,11.2,11.2,7.7,99.0,99.00
2001,01,05,20,318,1.3,2.1,2.18,11.11,7.80,999,1021.0,11.5,11.3,8.2,99.0,99.00
2001,01,05,21,230,1.0,1.7,1.95,11.11,7.64,999,1019.9,12.2,11.3,8.6,99.0,99.00
2001,01,05,22,261,1.6,2.4,2.04,11.11,7.99,999,1018.9,12.3,11.6,11.0,99.0,99.00
2001,01,05,23,270,2.0,2.9,1.90,12.50,8.19,999,1018.5,12.4,11.7,11.9,99.0,99.00
2001,01,06,00,280,3.4,4.3,1.93,11.11,8.25,999,1018.0,12.3,11.6,12.2,99.0,99.00
2001,01,06,01,291,3.4,4.5,2.02,11.11,8.66,999,1017.4,11.9,11.5,11.8,99.0,99.00
2001,01,06,02,301,4.1,5.0,2.15,11.11,9.19,999,1017.2,11.7,11.4,11.6,99.0,99.00
2001,01,06,03,330,2.4,3.1,2.24,20.00,9.60,999,1017.3,11.6,11.4,11.5,99.0,99.00
2001,01,06,04,337,1.5,2.2,2.20,12.50,9.01,999,1017.5,11.2,11.4,11.2,99.0,99.00
2001,01,06,05,347,0.2,0.9,2.42,16.67,9.70,999,1017.4,11.0,11.4,10.9,99.0,99.00
2001,01,06,06,122,1.6,2.6,2.51,16.67,9.81,999,1017.3,10.8,11.3,10.8,99.0,99.00
2001,01,06,07,255,0.5,1.6,2.47,16.67,9.78,999,1017.1,10.8,11.3,10.8,99.0,99.00
2001,01,06,08,41,2.4,3.0,2.62,16.67,10.64,999,1017.0,10.6,11.3,10.6,99.0,99.00
2001,01,06,09,90,2.2,3.3,3.04,16.67,10.38,999,1016.2,10.0,11.2,10.0,99.0,99.00
2001,01,06,10,148,1.4,2.7,3.29,16.67,10.66,999,1016.6,11.0,11.2,10.9,99.0,99.00
2001,01,06,11,157,1.5,2.6,3.04,14.29,10.00,999,1016.6,9.6,11.2,9.6,99.0,99.00
2001,01,06,12,110,5.5,7.5,2.83,14.29,9.66,999,1015.9,11.0,11.1,10.3,99.0,99.00
2001,01,06,13,103,5.8,7.6,2.81,16.67,9.92,999,1015.6,11.2,11.2,9.9,99.0,99.00
2001,01,06,14,118,5.3,6.7,3.14,14.29,10.20,999,1015.8,11.0,11.2,10.2,99.0,99.00
2001,01,06,15,110,5.2,7.7,2.91,14.29,9.95,999,1016.1,11.2,11.2,9.3,99.0,99.00
2001,01,06,16,114,4.8,6.4,2.91,14.29,9.56,999,1016.7,10.6,11.2,9.2,99.0,99.00
2001,01,06,17,130,3.9,5.3,2.96,14.29,9.59,999,1017.1,11.9,11.2,10.4,99.0,99.00
2001,01,06,18,158,2.6,3.7,2.87,14.29,9.51,999,1017.8,10.8,11.2,10.7,99.0,99.00
2001,01,06,19,147,4.0,5.3,2.82,14.29,9.93,999,1018.2,10.9,11.2,10.9,99.0,99.00
2001,01,06,20,169,4.6,5.4,2.62,14.29,9.61,999,1017.6,11.2,11.2,11.2,99.0,99.00
2001,01,06,21,181,3.7,4.5,2.75,14.29,9.89,999,1017.2,11.3,11.4,11.2,99.0,99.00
2001,01,06,22,175,4.1,5.3,2.75,12.50,10.18,999,1016.7,11.4,11.5,11.3,99.0,99.00
2001,01,06,23,180,3.5,4.5,3.01,14.29,10.55,999,1016.4,11.1,11.5,11.0,99.0,99.00
2001,01,07,00,196,3.6,4.4,2.69,14.29,9.99,999,1016.4,10.8,11.5,10.7,99.0,99.00
2001,01,07,01,175,4.0,4.8,2.82,14.29,10.39,999,1016.0,10.6,11.4,10.6,99.0,99.00
2001,01,07,02,189,4.0,4.7,2.58,14.29,10.25,999,1016.0,10.6,11.4,10.5,99.0,99.00
2001,01,07,03,181,3.3,4.4,2.38,14.29,9.94,999,1016.2,10.5,11.4,10.4,99.0,99.00
2001,01,07,04,183,2.9,3.5,2.70,14.29,10.73,999,1016.5,10.4,11.4,10.4,99.0,99.00
2001,01,07,05,172,3.0,4.1,2.83,14.29,10.70,999,1016.5,10.5,11.3,10.4,99.0,99.00
2001,01,07,06,144,4.0,5.5,3.12,14.29,10.97,999,1016.3,10.5,11.3,10.3,99.0,99.00
2001,01,07,07,152,4.8,6.7,2.76,14.29,10.93,999,1016.4,10.5,11.3,10.3,99.0,99.00
2001,01,07,08,146,5.6,7.2,2.83,14.29,11.08,999,1016.1,10.5,11.3,10.3,99.0,99.00
2001,01,07,09,146,6.2,8.5,2.68,14.29,10.71,999,1015.9,10.4,11.4,10.0,99.0,99.00
2001,01,07,10,144,6.2,8.0,2.43,14.29,9.90,999,1015.8,10.5,11.4,9.8,99.0,99.00
2001,01,07,11,148,6.0,7.5,2.54,14.29,9.72,999,1015.9,10.6,11.4,9.7,99.0,99.00
2001,01,07,12,135,7.4,9.8,2.53,12.50,9.68,999,1015.0,10.7,11.3,9.5,99.0,99.00
2001,01,07,13,133,8.2,9.9,2.28,12.50,8.23,999,1014.3,10.7,11.3,9.6,99.0,99.00
2001,01,07,14,131,8.7,10.4,2.31,14.29,8.35,999,1013.8,10.7,11.3,9.6,99.0,99.00
2001,01,07,15,130,9.3,12.0,2.62,14.29,8.47,999,1013.4,10.8,11.2,9.9,99.0,99.00
2001,01,07,16,130,10.5,12.9,2.24,12.50,7.02,999,1012.8,10.9,11.2,10.0,99.0,99.00
2001,01,07,17,131,9.5,11.5,2.13,12.50,6.66,999,1012.8,11.1,11.2,10.7,99.0,99.00
2001,01,07,18,131,10.2,12.6,2.28,12.50,6.46,999,1012.7,11.1,11.3,10.8,99.0,99.00
2001,01,07,19,134,11.4,13.9,1.99,12.50,6.04,999,1012.8,11.4,11.4,11.0,99.0,99.00
2001,01,07,20,137,11.3,13.7,2.03,12.50,5.39,999,1011.5,11.7,11.4,11.1,99.0,99.00
2001,01,07,21,133,11.5,14.0,2.14,14.29,5.45,999,1010.7,11.4,11.5,11.3,99.0,99.00
2001,01,07,22,139,11.2,13.5,2.14,5.56,5.51,999,1010.1,11.6,11.8,11.5,99.0,99.00
2001,01,07,23,135,12.4,14.7,2.31,6.25,5.69,999,1009.0,11.8,11.7,11.4,99.0,99.00
2001,01,08,00,134,12.4,14.7,2.54,6.25,5.59,999,1008.4,11.8,11.6,11.5,99.0,99.00
2001,01,08,01,142,12.5,14.9,2.53,6.25,5.69,999,1007.9,11.9,11.5,11.8,99.0,99.00
2001,01,08,02,145,11.5,15.7,2.90,6.67,5.97,999,1008.0,12.1,11.6,12.0,99.0,99.00
2001,01,08,03,148,11.3,13.7,3.01,7.14,6.03,999,1007.7,12.2,11.8,12.1,99.0,99.00
2001,01,08,04,149,13.1,16.2,3.30,7.14,6.15,999,1007.0,12.2,11.9,12.1,99.0,99.00
2001,01,08,05,146,14.1,17.3,3.50,7.69,6.28,999,1006.7,11.9,12.1,11.8,99.0,99.00
2001,01,08,06,141,15.0,18.1,3.53,8.33,6.34,999,1005.8,11.8,12.1,11.7,99.0,99.00
2001,01,08,07,147,13.6,15.9,3.74,7.69,6.56,999,1006.1,11.8,11.9,11.8,99.0,99.00
2001,01,08,08,224,5.3,6.9,3.65,9.09,6.80,999,1007.3,12.0,11.9,12.0,99.0,99.00
2001,01,08,09,182,5.3,6.7,3.84,8.33,7.20,999,1007.9,12.2,11.9,12.2,99.0,99.00
2001,01,08,10,212,5.1,6.3,3.84,8.33,7.59,999,1008.1,12.5,11.6,12.5,99.0,99.00
2001,01,08,11,234,5.6,6.9,4.08,8.33,7.84,999,1008.5,12.6,11.6,12.5,99.0,99.00
2001,01,08,12,240,4.9,6.3,3.87,9.09,8.04,999,1008.8,12.4,11.8,12.3,99.0,99.00
2001,01,08,13,284,7.6,10.1,3.51,11.11,8.08,999,1009.3,12.2,11.8,12.1,99.0,99.00
2001,01,08,14,311,9.8,12.3,3.69,9.09,8.10,999,1009.9,11.1,11.8,11.0,99.0,99.00
2001,01,08,15,300,11.6,14.4,3.50,12.50,7.72,999,1010.8,11.3,11.6,10.9,99.0,99.00
2001,01,08,16,311,11.8,14.6,3.47,11.11,7.30,999,1011.6,11.8,11.6,9.5,99.0,99.00
2001,01,08,17,315,11.2,13.5,3.41,11.11,6.89,999,1012.7,11.8,11.7,9.5,99.0,99.00
2001,01,08,18,309,10.4,12.6,3.33,11.11,7.17,999,1013.9,11.9,11.8,9.8,99.0,99.00
2001,01,08,19,311,10.5,13.3,3.34,10.00,6.93,999,1014.6,11.9,11.8,9.9,99.0,99.00
2001,01,08,20,318,10.5,13.2,3.31,12.50,6.82,999,1014.5,11.9,11.9,9.7,99.0,99.00
2001,01,08,21,315,10.9,13.1,3.23,12.50,7.13,999,1014.2,11.9,12.0,9.5,99.0,99.00
2001,01,08,22,320,11.0,13.2,3.51,14.29,7.28,999,1014.4,11.8,12.1,9.1,99.0,99.00
2001,01,08,23,320,10.7,12.8,3.74,11.11,7.41,999,1014.6,11.8,12.1,9.4,99.0,99.00
2001,01,09,00,320,11.9,15.0,3.95,12.50,7.76,999,1015.0,11.8,12.0,9.0,99.0,99.00
2001,01,09,01,322,11.8,15.1,4.52,14.29,8.46,999,1015.5,11.6,11.9,8.8,99.0,99.00
2001,01,09,02,326,11.1,13.9,4.62,12.50,8.43,999,1015.8,11.5,11.9,8.4,99.0,99.00
2001,01,09,03,328,11.2,13.9,5.03,14.29,9.13,999,1015.7,11.4,11.9,7.8,99.0,99.00
2001,01,09,04,321,10.2,12.5,5.44,14.29,9.49,999,1016.0,11.4,11.8,8.7,99.0,99.00
2001,01,09,05,324,9.7,11.9,4.70,14.29,9.12,999,1015.8,11.3,11.8,8.4,99.0,99.00
2001,01,09,06,313,10.0,12.5,4.45,14.29,8.94,999,1015.6,11.2,11.8,8.3,99.0,99.00
2001,01,09,07,317,9.9,11.9,4.46,12.50,8.83,999,1015.7,11.2,11.8,8.6,99.0,99.00
2001,01,09,08,318,9.4,11.4,4.45,14.29,8.68,999,1015.7,11.2,11.8,8.7,99.0,99.00
2001,01,09,09,324,8.2,9.7,4.05,11.11,8.43,999,1015.3,11.0,11.8,8.6,99.0,99.00
2001,01,09,10,344,6.3,7.7,3.69,12.50,8.72,999,1014.8,10.6,11.8,9.2,99.0,99.00
2001,01,09,11,324,5.3,7.0,3.95,12.50,9.05,999,1014.8,10.5,11.7,8.9,99.0,99.00
2001,01,09,12,346,4.2,5.2,3.85,14.29,9.31,999,1014.2,10.4,11.7,8.8,99.0,99.00
2001,01,09,13,317,3.4,4.8,3.61,14.29,9.58,999,1014.4,10.3,11.7,8.6,99.0,99.00
2001,01,09,14,289,3.5,4.8,3.90,14.29,9.76,999,1014.1,10.4,11.7,8.4,99.0,99.00
2001,01,09,15,254,2.6,3.8,3.78,14.29,9.84,999,1014.4,10.7,11.7,7.6,99.0,99.00
2001,01,09,16,207,2.4,3.6,3.74,14.29,9.77,999,1014.4,10.8,11.8,7.3,99.0,99.00
2001,01,09,17,159,4.3,5.6,3.62,14.29,9.71,999,1014.2,10.9,11.9,7.7,99.0,99.00
2001,01,09,18,175,6.9,8.2,3.72,14.29,10.11,999,1014.9,11.2,11.9,7.6,99.0,99.00
2001,01,09,19,151,8.6,10.5,3.28,12.50,9.45,999,1014.4,11.4,12.0,9.2,99.0,99.00
2001,01,09,20,142,10.9,13.4,3.35,12.50,8.63,999,1012.8,10.5,12.0,9.6,99.0,99.00
2001,01,09,21,150,11.9,13.8,2.99,14.29,7.22,999,1012.2,10.4,12.0,10.3,99.0,99.00
2001,01,09,22,162,11.5,14.7,3.30,14.29,7.40,999,1012.2,10.6,12.0,10.5,99.0,99.00
2001,01,09,23,164,11.6,15.0,3.32,12.50,7.34,999,1011.8,11.0,12.0,11.0,99.0,99.00
2001,01,10,00,170,10.9,12.8,3.32,12.50,6.78,999,1011.8,11.5,12.0,11.4,99.0,99.00
2001,01,10,01,182,7.8,9.4,3.26,12.50,7.38,999,1012.3,12.1,12.0,12.1,99.0,99.00
2001,01,10,02,220,6.0,9.1,3.64,14.29,7.71,999,1012.6,12.6,12.0,12.6,99.0,99.00
2001,01,10,03,239,5.2,6.6,3.43,14.29,7.96,999,1013.2,12.6,12.0,12.5,99.0,99.00
2001,01,10,04,227,2.0,3.0,3.64,12.50,7.75,999,1013.4,12.3,12.0,12.2,99.0,99.00
2001,01,10,05,209,2.2,3.1,4.14,11.11,8.40,999,1013.9,12.2,12.0,12.1,99.0,99.00
2001,01,10,06,179,2.6,4.2,4.01,14.29,8.49,999,1013.9,12.1,12.0,12.0,99.0,99.00
2001,01,10,07,145,3.2,4.9,3.89,12.50,8.69,999,1013.7,12.0,12.0,11.9,99.0,99.00
2001,01,10,08,145,7.5,9.5,3.76,14.29,8.90,999,1013.1,12.0,12.0,11.9,99.0,99.00
2001,01,10,09,147,11.2,13.8,3.72,14.29,8.50,999,1011.9,11.5,12.0,11.5,99.0,99.00
2001,01,10,10,141,12.1,14.8,3.31,14.29,7.50,999,1011.1,11.3,12.0,11.3,99.0,99.00
2001,01,10,11,144,12.2,15.5,3.80,14.29,7.58,999,1010.4,11.6,12.0,11.5,99.0,99.00
2001,01,10,12,136,11.2,14.6,3.47,12.50,7.50,999,1009.8,11.4,12.0,11.4,99.0,99.00
2001,01,10,13,131,12.0,15.0,4.06,14.29,7.81,999,1008.4,11.8,12.0,11.7,99.0,99.00
2001,01,10,14,131,14.1,17.2,3.74,14.29,7.15,999,1006.7,11.6,12.0,11.5,99.0,99.00
2001,01,10,15,112,14.2,19.1,4.38,14.29,7.92,999,1004.4,11.6,12.1,11.0,99.0,99.00
2001,01,10,16,131,14.9,18.7,4.52,14.29,7.95,999,1003.3,11.7,12.1,10.5,99.0,99.00
2001,01,10,17,125,16.7,20.9,4.11,14.29,7.13,999,1001.5,10.3,12.1,10.2,99.0,99.00
2001,01,10,18,130,17.6,22.1,4.38,7.14,6.76,999,999.7,10.9,12.1,10.9,99.0,99.00
2001,01,10,19,142,17.9,22.7,4.84,7.69,7.10,999,998.7,11.6,12.1,11.6,99.0,99.00
2001,01,10,20,161,10.7,13.2,5.05,8.33,7.85,999,999.9,11.3,12.1,11.2,99.0,99.00
2001,01,10,21,158,10.7,12.6,4.46,12.50,7.59,999,998.3,12.2,12.1,11.4,99.0,99.00
2001,01,10,22,165,11.0,14.4,4.59,9.09,7.50,999,998.3,12.5,12.1,12.1,99.0,99.00
