YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
2008,12,31,23,50,312,8.2,9.7,1.58,12.90,5.84,312,1021.9,11.0,11.1,999.0,99.0,99.00
2009,01,01,00,50,305,7.8,9.5,1.52,12.12,5.45,310,1021.5,11.0,11.0,999.0,99.0,99.00
2009,01,01,01,50,307,8.5,10.2,1.69,12.12,5.47,313,1021.3,11.1,10.9,999.0,99.0,99.00
2009,01,01,02,50,313,8.8,10.4,1.69,12.90,5.33,313,1021.5,11.0,10.7,999.0,99.0,99.00
2009,01,01,03,50,316,10.2,12.0,1.77,12.12,5.23,313,1021.7,11.0,10.7,999.0,99.0,99.00
2009,01,01,04,50,321,8.8,10.5,1.84,12.12,5.77,309,1021.8,10.9,10.7,999.0,99.0,99.00
2009,01,01,05,50,324,8.2,9.8,1.90,12.12,5.98,314,1021.8,10.8,10.7,999.0,99.0,99.00
2009,01,01,06,50,342,6.8,8.1,1.86,11.43,5.91,317,1022.2,10.8,10.7,999.0,99.0,99.00
2009,01,01,07,50,19,2.2,3.3,1.73,12.12,6.36,308,1022.3,10.4,10.6,999.0,99.0,99.00
2009,01,01,08,50,346,1.8,2.6,1.94,10.81,7.03,311,1022.6,10.4,10.6,999.0,99.0,99.00
2009,01,01,09,50,323,4.5,6.3,1.94,11.43,7.12,305,1022.5,10.7,10.6,999.0,99.0,99.00
2009,01,01,10,50,330,7.1,8.5,2.06,10.81,7.15,314,1022.4,10.7,10.7,999.0,99.0,99.00
2009,01,01,11,50,325,7.7,9.2,1.83,10.81,6.21,312,1022.1,10.6,10.7,999.0,99.0,99.00
2009,01,01,12,50,330,7.2,8.9,1.98,10.81,6.11,310,1021.9,10.5,10.7,999.0,99.0,99.00
2009,01,01,13,50,330,7.9,9.1,1.87,12.12,5.75,305,1021.6,10.5,10.7,999.0,99.0,99.00
2009,01,01,14,50,337,6.7,7.9,1.84,10.81,5.93,306,1021.4,10.4,10.6,999.0,99.0,99.00
2009,01,01,15,50,338,8.3,9.9,1.87,11.43,5.84,305,1021.7,10.4,10.6,999.0,99.0,99.00
2009,01,01,16,50,336,6.9,8.8,1.90,10.81,5.73,305,1022.3,10.4,10.6,999.0,99.0,99.00
2009,01,01,17,50,322,8.5,10.6,1.94,11.43,6.03,312,1022.2,10.7,10.7,999.0,99.0,99.00
