YY,MM,DD,hh,mm,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE
2005,03,03,06,00,320,5.0,6.1,3.04,13.79,9.70,999,1018.6,12.5,13.2,999.0,99.0,99.00
2005,03,03,07,00,330,4.3,5.4,2.95,16.00,9.61,999,1018.5,12.6,13.2,999.0,99.0,99.00
2005,03,03,08,00,4,2.6,3.3,2.75,16.00,9.30,999,1018.1,12.6,13.1,999.0,99.0,99.00
2005,03,03,09,00,80,2.8,4.0,2.89,16.00,9.85,999,1017.8,12.3,13.1,999.0,99.0,99.00
2005,03,03,10,00,124,3.0,4.2,2.55,14.81,9.45,999,1017.4,12.3,13.1,999.0,99.0,99.00
2005,03,03,11,00,107,3.4,4.8,2.64,14.81,10.14,999,1017.0,12.2,13.1,999.0,99.0,99.00
2005,03,03,12,00,100,3.8,5.3,2.65,16.00,9.48,999,1016.8,12.0,13.1,999.0,99.0,99.00
2005,03,03,13,00,94,4.8,6.2,2.50,13.79,9.31,999,1016.7,11.7,13.1,999.0,99.0,99.00
2005,03,03,14,00,89,5.3,6.8,2.61,14.81,9.56,999,1016.7,11.2,13.0,999.0,99.0,99.00
2005,03,03,15,00,86,5.3,7.1,2.81,12.90,9.55,999,1016.5,11.0,13.1,999.0,99.0,99.00
2005,03,03,16,00,87,6.4,8.6,2.38,13.79,8.53,999,1016.9,10.9,13.1,999.0,99.0,99.00
2005,03,03,17,00,95,6.2,8.2,2.59,14.81,8.71,999,1017.3,11.7,13.1,999.0,99.0,99.00
2005,03,03,18,00,163,6.8,8.3,2.62,13.79,7.60,999,1017.6,12.9,13.1,999.0,99.0,99.00
2005,03,03,19,00,162,5.8,7.2,2.44,14.81,7.64,999,1017.9,12.9,13.2,999.0,99.0,99.00
2005,03,03,20,00,150,6.7,8.5,2.32,14.81,7.68,999,1017.7,13.0,13.3,999.0,99.0,99.00
2005,03,03,21,00,133,7.0,8.7,2.20,12.90,7.61,999,1016.8,13.0,13.3,999.0,99.0,99.00
2005,03,03,22,00,148,7.9,9.2,2.13,14.81,7.20,999,1016.4,13.1,13.4,999.0,99.0,99.00
2005,03,03,23,00,146,7.3,8.8,1.97,13.79,6.55,999,1015.9,13.0,13.4,999.0,99.0,99.00
2005,03,04,00,00,158,6.4,7.7,2.03,13.79,6.55,999,1016.1,12.7,13.4,999.0,99.0,99.00
2005,03,04,01,00,157,5.1,6.2,2.05,14.81,6.90,999,1015.9,12.7,13.4,999.0,99.0,99.00
2005,03,04,02,00,162,5.4,6.4,1.77,13.79,6.23,999,1016.0,12.9,13.4,999.0,99.0,99.00
2005,03,04,03,00,147,5.3,6.4,1.98,13.79,6.48,999,1016.2,11.9,13.3,999.0,99.0,99.00
2005,03,04,04,00,155,5.2,6.4,1.67,13.79,6.23,999,1016.5,11.7,13.3,999.0,99.0,99.00
2005,03,04,05,00,83,1.3,2.4,1.56,12.12,6.27,999,1017.2,11.4,13.2,999.0,99.0,99.00
2005,03,04,06,00,55,2.9,3.8,1.62,11.43,6.55,999,1017.4,10.6,13.1,999.0,99.0,99.00
2005,03,04,07,00,33,2.1,2.8,1.82,13.79,6.68,999,1017.6,10.4,13.1,999.0,99.0,99.00
2005,03,04,08,00,37,3.0,3.8,1.83,13.79,6.83,999,1017.3,10.3,13.0,999.0,99.0,99.00
2005,03,04,09,00,34,4.2,5.0,1.83,12.90,6.95,999,1017.3,10.1,13.1,999.0,99.0,99.00
2005,03,04,10,00,28,3.4,4.3,1.95,13.79,7.10,999,1017.2,10.4,13.1,999.0,99.0,99.00
2005,03,04,11,00,5,2.9,3.4,1.87,13.79,6.91,999,1017.2,10.4,13.1,999.0,99.0,99.00
2005,03,04,12,00,338,3.4,5.1,1.90,12.90,7.19,999,1017.0,10.9,13.1,999.0,99.0,99.00
2005,03,04,13,00,316,6.0,7.1,1.85,12.90,7.20,999,1016.9,11.4,13.1,999.0,99.0,99.00
2005,03,04,14,00,321,7.4,8.5,1.85,12.12,6.70,999,1017.1,11.7,13.1,999.0,99.0,99.00
2005,03,04,15,00,326,8.1,9.5,1.96,12.90,6.23,999,1017.5,12.0,13.1,999.0,99.0,99.00
2005,03,04,16,00,326,10.4,12.2,2.02,12.12,5.53,999,1017.9,12.1,13.1,999.0,99.0,99.00
2005,03,04,17,00,324,9.6,11.4,2.17,12.90,5.52,999,1018.3,12.3,13.1,999.0,99.0,99.00
2005,03,04,18,00,329,12.0,14.3,2.45,17.39,5.89,999,1018.3,12.3,13.2,999.0,99.0,99.00
2005,03,04,19,00,330,11.6,14.4,2.63,6.25,5.76,999,1018.2,12.5,13.2,999.0,99.0,99.00
2005,03,04,20,00,324,12.7,15.2,2.62,6.25,5.77,999,1017.9,12.6,13.2,999.0,99.0,99.00
2005,03,04,21,00,322,12.2,14.4,2.96,17.39,6.46,999,1017.7,12.5,13.3,999.0,99.0,99.00
2005,03,04,22,00,320,12.7,15.3,3.03,11.43,6.20,999,1017.3,12.4,13.3,999.0,99.0,99.00
2005,03,04,23,00,319,12.5,14.9,3.14,16.00,6.38,999,1017.4,12.5,13.3,999.0,99.0,99.00
2005,03,05,00,00,319,13.4,16.4,3.12,16.00,6.29,999,1017.6,12.5,13.3,999.0,99.0,99.00
2005,03,05,01,00,322,12.7,15.1,3.43,16.00,6.61,999,1017.6,12.6,13.3,999.0,99.0,99.00
2005,03,05,02,00,320,13.3,16.0,3.50,7.69,6.70,999,1017.7,12.6,13.2,999.0,99.0,99.00
2005,03,05,03,00,323,12.6,14.9,3.72,16.00,6.99,999,1018.1,12.6,13.2,999.0,99.0,99.00
2005,03,05,04,00,322,11.0,14.0,3.27,7.69,6.62,999,1018.4,12.7,13.3,999.0,99.0,99.00
2005,03,05,05,00,321,11.1,13.5,3.88,14.81,7.71,999,1018.9,12.6,13.3,999.0,99.0,99.00
2005,03,05,06,00,320,11.1,13.0,3.76,16.00,7.49,999,1019.1,12.7,13.2,999.0,99.0,99.00
2005,03,05,07,00,321,10.2,12.1,3.44,10.00,7.44,999,1019.0,12.8,13.2,999.0,99.0,99.00
2005,03,05,08,00,317,11.2,14.3,3.70,14.81,7.83,999,1018.9,12.8,13.2,999.0,99.0,99.00
2005,03,05,09,00,316,12.1,14.7,3.81,17.39,7.65,999,1018.6,12.7,13.2,999.0,99.0,99.00
2005,03,05,10,00,319,12.7,15.8,3.61,16.00,7.21,999,1018.4,12.7,13.2,999.0,99.0,99.00
2005,03,05,11,00,324,11.3,14.3,3.61,16.00,7.15,999,1018.1,12.9,13.2,999.0,99.0,99.00
2005,03,05,12,00,321,10.9,12.8,3.32,7.69,6.74,999,1018.0,12.9,13.2,999.0,99.0,99.00
2005,03,05,13,00,320,10.1,12.1,3.39,16.00,7.38,999,1018.5,13.0,13.2,999.0,99.0,99.00
2005,03,05,14,00,325,8.9,11.2,3.49,16.00,7.57,999,1018.8,12.9,13.2,999.0,99.0,99.00
2005,03,05,15,00,326,6.5,8.1,3.49,14.81,7.90,999,1019.5,13.0,13.2,999.0,99.0,99.00
2005,03,05,16,00,319,11.7,14.6,3.44,13.79,7.52,999,1020.0,12.9,13.2,999.0,99.0,99.00
2005,03,05,17,00,325,12.1,14.7,3.33,16.00,7.08,999,1020.4,12.9,13.2,999.0,99.0,99.00
2005,03,05,18,00,322,11.1,13.7,3.18,13.79,6.75,999,1020.7,13.2,13.2,999.0,99.0,99.00
2005,03,05,19,00,315,12.3,14.5,3.52,12.12,6.92,999,1020.7,13.1,13.2,999.0,99.0,99.00
2005,03,05,20,00,313,13.0,15.6,3.39,12.12,6.75,999,1020.6,12.9,13.2,999.0,99.0,99.00
2005,03,05,21,00,312,13.4,16.2,3.73,13.79,7.05,999,1020.0,13.0,13.2,999.0,99.0,99.00
2005,03,05,22,00,315,11.6,14.0,3.60,7.69,6.75,999,1019.4,13.3,13.2,999.0,99.0,99.00
2005,03,05,23,00,311,10.9,13.1,3.45,13.79,6.68,999,1018.9,13.5,13.3,999.0,99.0,99.00
2005,03,06,00,00,314,13.3,16.4,3.11,12.12,6.18,999,1018.2,13.8,13.3,999.0,99.0,99.00
2005,03,06,01,00,315,12.6,15.1,3.23,8.33,6.22,999,1018.0,14.3,13.3,999.0,99.0,99.00
2005,03,06,02,00,322,12.5,15.2,3.44,16.00,6.48,999,1017.7,14.4,13.3,999.0,99.0,99.00
2005,03,06,03,00,310,13.0,15.6,3.34,13.79,6.74,999,1018.1,14.2,13.3,999.0,99.0,99.00
2005,03,06,04,00,316,12.6,16.1,3.30,13.79,6.64,999,1018.8,13.7,13.2,999.0,99.0,99.00
2005,03,06,05,00,319,11.9,14.4,3.17,12.90,6.42,999,1019.1,13.4,13.2,999.0,99.0,99.00
2005,03,06,06,00,315,11.6,14.3,3.30,12.90,6.87,999,1019.4,13.6,13.3,999.0,99.0,99.00
2005,03,06,07,00,317,11.7,14.4,3.18,12.90,6.85,999,1019.4,13.6,13.3,999.0,99.0,99.00
2005,03,06,08,00,319,10.6,12.8,3.35,12.90,7.02,999,1019.4,13.5,13.3,999.0,99.0,99.00
2005,03,06,09,00,319,10.3,12.4,3.26,12.12,7.12,999,1019.4,13.4,13.3,999.0,99.0,99.00
2005,03,06,10,00,317,9.5,12.2,3.22,13.79,7.01,999,1019.5,13.5,13.3,999.0,99.0,99.00
2005,03,06,11,00,317,9.8,11.7,3.24,13.79,7.05,999,1018.9,13.3,13.3,999.0,99.0,99.00
2005,03,06,12,00,321,10.4,12.4,3.22,17.39,7.58,999,1018.8,13.0,13.3,999.0,99.0,99.00
2005,03,06,13,00,321,9.8,12.2,3.41,16.00,7.73,999,1019.2,12.8,13.3,999.0,99.0,99.00
2005,03,06,14,00,329,6.9,8.5,3.56,16.00,8.34,999,1019.6,12.9,13.3,999.0,99.0,99.00
2005,03,06,15,00,341,6.8,8.2,3.52,16.00,8.33,999,1019.8,13.0,13.3,999.0,99.0,99.00
2005,03,06,16,00,321,6.9,8.6,3.77,16.00,9.11,999,1020.4,13.0,13.3,999.0,99.0,99.00
2005,03,06,17,00,325,7.2,8.6,3.56,16.00,8.80,999,1020.8,12.9,13.3,999.0,99.0,99.00
2005,03,06,18,00,338,5.7,6.9,3.41,14.81,8.59,999,1020.9,12.9,13.4,999.0,99.0,99.00
2005,03,06,19,00,315,6.0,7.4,3.60,14.81,9.01,999,1021.1,13.0,13.4,999.0,99.0,99.00
2005,03,06,20,00,313,6.8,8.5,3.56,14.81,9.19,999,1020.8,13.1,13.5,999.0,99.0,99.00
2005,03,06,21,00,311,7.5,9.3,3.06,12.90,8.23,999,1020.6,13.0,13.5,999.0,99.0,99.00
2005,03,06,22,00,315,7.4,9.0,2.88,14.81,8.03,999,1020.3,12.8,13.6,999.0,99.0,99.00
2005,03,06,23,00,305,8.7,10.3,3.12,13.79,8.19,999,1020.6,12.7,13.5,999.0,99.0,99.00
2005,03,07,00,00,311,10.5,12.4,3.61,14.81,8.64,999,1020.7,12.2,13.5,999.0,99.0,99.00
2005,03,07,01,00,304,10.6,13.1,3.05,16.00,7.41,999,1020.7,11.9,13.5,999.0,99.0,99.00
2005,03,07,02,00,313,11.5,14.0,3.47,14.81,7.37,999,1020.4,12.0,13.4,999.0,99.0,99.00
2005,03,07,03,00,318,11.8,14.0,3.51,12.90,7.29,999,1020.3,11.9,13.5,999.0,99.0,99.00
2005,03,07,04,00,309,11.8,14.3,3.26,14.81,6.96,999,1020.3,12.3,13.5,999.0,99.0,99.00
2005,03,07,05,00,313,11.4,13.8,3.62,14.81,6.91,999,1020.6,12.5,13.4,999.0,99.0,99.00
2005,03,07,06,00,315,11.6,14.0,3.18,11.43,6.53,999,1020.7,12.7,13.4,999.0,99.0,99.00
2005,03,07,07,00,316,10.5,12.8,3.36,13.79,6.89,999,1020.8,12.6,13.4,999.0,99.0,99.00
2005,03,07,08,00,316,10.0,11.7,3.18,14.81,6.96,999,1020.8,12.7,13.4,999.0,99.0,99.00
2005,03,07,09,00,319,9.3,11.2,3.57,13.79,7.74,999,1020.9,12.8,13.4,999.0,99.0,99.00
2005,03,07,10,00,328,7.8,9.4,3.13,13.79,7.35,999,1021.0,12.9,13.4,999.0,99.0,99.00
2005,03,07,11,00,325,8.2,10.4,3.13,14.81,7.76,999,1020.5,12.8,13.3,999.0,99.0,99.00
2005,03,07,12,00,323,10.8,13.1,2.99,14.81,7.24,999,1020.9,12.7,13.3,999.0,99.0,99.00
2005,03,07,13,00,320,10.2,12.1,2.95,14.81,6.97,999,1021.1,12.7,13.3,999.0,99.0,99.00
2005,03,07,14,00,325,9.1,11.6,3.00,14.81,7.01,999,1021.0,12.5,13.3,999.0,99.0,99.00
2005,03,07,15,00,331,9.7,11.9,3.17,14.81,7.21,999,1021.3,12.5,13.3,999.0,99.0,99.00
2005,03,07,16,00,332,9.3,12.0,3.45,13.79,7.29,999,1021.6,12.6,13.3,999.0,99.0,99.00
2005,03,07,17,00,324,8.8,11.0,2.87,13.79,6.73,999,1022.2,12.4,13.3,999.0,99.0,99.00
2005,03,07,18,00,329,7.0,8.9,2.83,11.43,6.79,999,1022.2,12.5,13.3,999.0,99.0,99.00
2005,03,07,19,00,331,7.2,8.5,2.69,13.79,6.75,999,1022.5,12.7,13.4,999.0,99.0,99.00
2005,03,07,20,00,324,6.0,7.1,2.56,13.79,7.26,999,1022.5,12.8,13.4,999.0,99.0,99.00
2005,03,07,21,00,332,7.2,8.5,2.64,13.79,7.35,999,1021.8,12.8,13.3,999.0,99.0,99.00
2005,03,07,22,00,331,7.0,8.2,2.51,13.79,7.06,999,1021.1,13.0,13.3,999.0,99.0,99.00
2005,03,07,23,00,318,6.8,8.3,2.14,12.90,6.59,999,1021.1,13.1,13.4,999.0,99.0,99.00
2005,03,08,00,00,317,6.6,8.0,2.05,13.79,6.88,999,1020.8,13.1,13.4,999.0,99.0,99.00
2005,03,08,01,00,317,6.8,8.2,1.98,12.90,6.72,999,1020.4,13.1,13.4,999.0,99.0,99.00
2005,03,08,02,00,312,6.1,7.6,2.22,12.90,7.23,999,1020.3,13.1,13.3,999.0,99.0,99.00
2005,03,08,03,00,306,7.4,9.4,2.28,13.79,7.18,999,1020.6,13.1,13.3,999.0,99.0,99.00
2005,03,08,04,00,311,8.0,9.7,2.38,13.79,6.96,999,1020.8,13.1,13.2,999.0,99.0,99.00
2005,03,08,05,00,315,7.9,9.6,2.36,13.79,6.50,999,1021.1,13.1,13.2,999.0,99.0,99.00
2005,03,08,06,00,323,8.9,10.7,2.85,12.12,7.16,999,1021.5,13.0,13.2,999.0,99.0,99.00
2005,03,08,07,00,321,8.8,10.5,2.82,17.39,6.92,999,1021.6,13.0,13.2,999.0,99.0,99.00
2005,03,08,08,00,324,7.7,9.0,2.66,14.81,7.20,999,1021.4,13.0,13.2,999.0,99.0,99.00
2005,03,08,09,00,328,7.5,9.1,2.40,16.00,7.09,999,1021.4,13.1,13.1,999.0,99.0,99.00
2005,03,08,10,00,326,8.4,10.9,2.74,16.00,7.81,999,1021.2,13.1,13.1,999.0,99.0,99.00
2005,03,08,11,00,332,6.5,7.9,2.49,14.81,7.27,999,1021.2,13.0,13.2,999.0,99.0,99.00
2005,03,08,12,00,337,4.3,5.7,2.70,16.00,8.13,999,1021.4,12.9,13.2,999.0,99.0,99.00
2005,03,08,13,00,331,6.8,8.4,3.01,16.00,9.02,999,1021.8,12.7,13.1,999.0,99.0,99.00
2005,03,08,14,00,28,2.9,3.8,2.97,16.00,8.70,999,1021.9,12.3,13.1,999.0,99.0,99.00
2005,03,08,15,00,9,2.6,3.6,2.97,16.00,8.55,999,1022.4,11.3,13.1,999.0,99.0,99.00
2005,03,08,16,00,309,1.6,2.8,2.99,14.81,8.94,999,1023.0,11.6,13.1,999.0,99.0,99.00
2005,03,08,17,00,327,6.8,8.4,2.90,14.81,9.08,999,1023.2,11.8,13.1,999.0,99.0,99.00
2005,03,08,18,00,334,5.8,7.0,2.68,12.12,8.62,999,1023.3,11.8,13.1,999.0,99.0,99.00
2005,03,08,19,00,331,5.3,7.0,2.62,16.00,8.33,999,1023.7,11.2,13.2,999.0,99.0,99.00
2005,03,08,20,00,322,5.7,7.1,2.38,16.00,8.23,999,1023.6,12.0,13.2,999.0,99.0,99.00
2005,03,08,21,00,310,7.1,8.7,2.57,14.81,8.25,999,1023.1,12.0,13.2,999.0,99.0,99.00
2005,03,08,22,00,326,6.4,8.0,2.59,14.81,8.21,999,1022.3,11.7,13.2,999.0,99.0,99.00
2005,03,08,23,00,317,7.2,8.9,2.41,14.81,7.96,999,1022.0,11.8,13.2,999.0,99.0,99.00
2005,03,09,00,00,321,7.1,8.5,2.66,13.79,8.01,999,1021.6,11.9,13.2,999.0,99.0,99.00
2005,03,09,01,00,317,7.8,9.3,2.27,14.81,6.88,999,1021.6,11.8,13.2,999.0,99.0,99.00
2005,03,09,02,00,310,7.2,8.8,2.55,13.79,7.37,999,1021.3,12.6,13.2,999.0,99.0,99.00
2005,03,09,03,00,315,8.5,10.0,1.96,14.81,6.10,999,1021.0,13.5,13.1,999.0,99.0,99.00
2005,03,09,04,00,317,9.9,11.6,2.24,12.12,6.14,999,1021.6,13.5,13.1,999.0,99.0,99.00
2005,03,09,05,00,311,10.6,13.2,2.50,13.79,6.16,999,1021.6,13.5,13.1,999.0,99.0,99.00
2005,03,09,06,00,314,10.4,12.7,2.40,13.79,5.72,999,1021.8,13.2,13.1,999.0,99.0,99.00
2005,03,09,07,00,309,9.9,11.8,2.83,12.90,6.97,999,1021.8,13.0,13.1,999.0,99.0,99.00
2005,03,09,08,00,315,9.5,11.4,2.72,13.79,6.87,999,1022.3,13.2,13.1,999.0,99.0,99.00
2005,03,09,09,00,317,9.8,11.3,2.85,21.05,7.33,999,1022.4,13.0,13.1,999.0,99.0,99.00
2005,03,09,10,00,319,8.3,10.2,3.44,19.05,8.53,999,1022.6,13.0,13.1,999.0,99.0,99.00
2005,03,09,11,00,328,7.6,9.3,3.66,19.05,9.38,999,1022.1,13.0,13.1,999.0,99.0,99.00
2005,03,09,12,00,335,7.1,8.6,3.67,19.05,8.77,999,1021.9,12.8,13.0,999.0,99.0,99.00
2005,03,09,13,00,334,6.7,8.0,3.84,19.05,10.22,999,1022.2,12.7,13.0,999.0,99.0,99.00
2005,03,09,14,00,343,5.2,6.4,3.89,17.39,10.63,999,1022.4,12.7,13.0,999.0,99.0,99.00
2005,03,09,15,00,351,4.4,5.3,4.15,19.05,10.90,999,1022.8,12.9,13.0,999.0,99.0,99.00
2005,03,09,17,00,321,4.9,6.8,4.18,19.05,11.43,999,1023.7,12.9,13.1,999.0,99.0,99.00
2005,03,09,18,00,335,6.9,8.8,4.17,17.39,11.37,999,1024.1,13.0,13.1,999.0,99.0,99.00
2005,03,09,19,00,325,7.6,9.2,3.35,16.00,9.77,999,1024.2,12.6,13.1,999.0,99.0,99.00
2005,03,09,20,00,321,6.8,8.9,4.17,19.05,11.33,999,1024.0,12.0,13.2,999.0,99.0,99.00
2005,03,09,21,00,315,5.5,6.9,3.59,17.39,11.06,999,1023.5,12.8,13.3,999.0,99.0,99.00
2005,03,09,22,00,328,4.3,5.9,4.03,17.39,11.00,999,1022.8,13.3,13.4,999.0,99.0,99.00
2005,03,09,23,00,328,8.2,11.9,3.95,17.39,10.58,999,1021.8,15.1,13.5,999.0,99.0,99.00
2005,03,10,00,00,314,11.3,13.7,3.73,17.39,8.28,999,1021.1,15.1,13.4,999.0,99.0,99.00
2005,03,10,01,00,314,12.1,14.4,4.25,16.00,9.04,999,1020.8,15.4,13.4,999.0,99.0,99.00
2005,03,10,02,00,316,11.5,13.4,3.94,14.81,8.58,999,1020.9,15.6,13.4,999.0,99.0,99.00
2005,03,10,03,00,311,12.8,15.2,4.06,13.79,8.43,999,1020.7,15.7,13.4,999.0,99.0,99.00
2005,03,10,04,00,314,11.4,12.9,4.15,17.39,8.60,999,1020.9,15.4,13.4,999.0,99.0,99.00
2005,03,10,05,00,320,10.0,11.8,3.48,16.00,8.38,999,1021.4,15.0,13.4,999.0,99.0,99.00
2005,03,10,06,00,316,10.9,12.8,3.91,17.39,8.78,999,1021.6,14.6,13.4,999.0,99.0,99.00
2005,03,10,07,00,313,11.4,13.9,3.91,16.00,8.87,999,1021.2,14.2,13.3,999.0,99.0,99.00
2005,03,10,08,00,319,11.8,13.9,3.92,17.39,8.76,999,1021.1,13.9,13.3,999.0,99.0,99.00
2005,03,10,09,00,319,10.5,12.5,3.88,17.39,8.57,999,1021.3,13.8,13.3,999.0,99.0,99.00
2005,03,10,10,00,314,12.7,15.3,3.69,16.00,8.15,999,1021.0,13.9,13.3,999.0,99.0,99.00
2005,03,10,11,00,315,12.4,14.7,3.66,14.81,7.75,999,1020.4,14.1,13.2,999.0,99.0,99.00
2005,03,10,12,00,323,11.6,13.3,3.22,16.00,6.99,999,1019.9,13.7,13.2,999.0,99.0,99.00
2005,03,10,13,00,319,11.2,13.7,3.85,16.00,8.30,999,1019.6,13.5,13.3,999.0,99.0,99.00
2005,03,10,14,00,326,9.7,11.7,3.71,16.00,8.39,999,1019.3,13.5,13.3,999.0,99.0,99.00
2005,03,10,15,00,319,9.1,11.5,3.55,14.81,8.13,999,1018.6,13.6,13.2,999.0,99.0,99.00
2005,03,10,16,00,321,8.9,10.9,3.76,16.00,8.39,999,1018.4,13.6,13.2,999.0,99.0,99.00
2005,03,10,17,00,321,6.1,7.6,3.81,14.81,8.95,999,1018.1,13.7,13.2,999.0,99.0,99.00
2005,03,10,18,00,315,6.8,8.3,3.56,16.00,8.91,999,1017.9,13.8,13.3,999.0,99.0,99.00
2005,03,10,19,00,312,8.2,9.8,3.51,14.81,9.06,999,1017.6,13.9,13.3,999.0,99.0,99.00
2005,03,10,20,00,314,10.3,12.1,3.43,16.00,8.74,999,1017.0,13.8,13.4,999.0,99.0,99.00
2005,03,10,21,00,316,10.5,13.7,3.37,14.81,7.76,999,1016.2,13.5,13.4,999.0,99.0,99.00
2005,03,10,22,00,316,11.6,13.8,3.13,14.81,7.35,999,1015.4,13.4,13.4,999.0,99.0,99.00
2005,03,10,23,00,313,10.3,12.8,3.76,13.79,7.71,999,1014.8,13.5,13.5,999.0,99.0,99.00
2005,03,11,00,00,315,10.0,12.1,3.48,13.79,7.39,999,1014.0,13.7,13.5,999.0,99.0,99.00
2005,03,11,01,00,316,9.6,11.4,3.32,14.81,7.38,999,1013.7,13.9,13.5,999.0,99.0,99.00
2005,03,11,02,00,317,9.0,10.9,3.35,13.79,7.11,999,1013.7,14.1,13.5,999.0,99.0,99.00
2005,03,11,03,00,321,9.7,11.4,2.96,13.79,6.94,999,1013.3,14.0,13.5,999.0,99.0,99.00
2005,03,11,04,00,319,8.2,9.6,2.96,12.90,6.95,999,1013.5,14.4,13.4,999.0,99.0,99.00
2005,03,11,05,00,323,6.7,7.6,2.81,14.81,7.31,999,1013.6,14.6,13.4,999.0,99.0,99.00
2005,03,11,06,00,321,5.8,6.7,2.72,13.79,7.60,999,1014.0,14.2,13.2,999.0,99.0,99.00
2005,03,11,07,00,322,5.1,6.2,2.52,12.90,7.24,999,1014.1,14.0,13.0,999.0,99.0,99.00
2005,03,11,08,00,344,3.9,5.0,2.43,13.79,7.52,999,1014.1,13.9,13.0,999.0,99.0,99.00
2005,03,11,09,00,315,5.0,6.1,2.26,14.81,7.50,999,1014.1,13.8,13.0,999.0,99.0,99.00
2005,03,11,10,00,328,6.5,7.8,2.32,12.90,7.21,999,1013.9,13.6,13.1,999.0,99.0,99.00
2005,03,11,11,00,323,5.1,6.2,2.48,13.79,7.70,999,1013.8,13.6,13.1,999.0,99.0,99.00
2005,03,11,12,00,332,3.8,5.0,2.23,12.90,7.39,999,1014.0,13.5,13.1,999.0,99.0,99.00
2005,03,11,13,00,331,3.7,4.5,2.50,13.79,7.81,999,1013.9,13.5,13.0,999.0,99.0,99.00
2005,03,11,14,00,334,4.3,5.1,2.34,12.90,7.64,999,1014.1,13.4,13.0,999.0,99.0,99.00
2005,03,11,15,00,320,4.4,5.2,2.35,12.90,7.35,999,1014.2,13.4,13.0,999.0,99.0,99.00
2005,03,11,16,00,339,3.7,4.7,2.38,12.12,7.61,999,1014.6,13.6,13.0,999.0,99.0,99.00
2005,03,11,17,00,326,2.9,3.6,2.48,12.90,7.85,999,1015.0,13.7,13.1,999.0,99.0,99.00
2005,03,11,18,00,308,3.4,4.7,2.45,12.12,7.93,999,1015.5,14.1,13.2,999.0,99.0,99.00
2005,03,11,19,00,324,4.9,5.9,2.36,13.79,7.35,999,1015.7,13.7,13.3,999.0,99.0,99.00
2005,03,11,20,00,330,5.4,6.2,2.23,12.90,7.69,999,1015.6,13.6,13.4,999.0,99.0,99.00
2005,03,11,21,00,321,6.5,7.8,2.10,13.79,7.65,999,1015.1,13.4,13.5,999.0,99.0,99.00
2005,03,11,22,00,318,5.3,6.5,2.29,13.79,8.21,999,1014.9,13.8,13.5,999.0,99.0,99.00
2005,03,11,23,00,330,5.8,7.2,2.06,12.12,7.75,999,1014.6,13.8,13.6,999.0,99.0,99.00
2005,03,12,00,00,324,4.8,5.7,2.20,13.79,8.57,999,1014.6,13.8,13.7,999.0,99.0,99.00
2005,03,12,01,00,327,5.4,6.4,2.10,11.43,8.14,999,1014.5,13.8,13.5,999.0,99.0,99.00
2005,03,12,02,00,326,4.7,5.8,2.11,13.79,8.31,999,1014.6,13.4,13.4,999.0,99.0,99.00
2005,03,12,03,00,330,5.1,5.9,2.14,13.79,8.49,999,1014.5,12.1,13.4,999.0,99.0,99.00
2005,03,12,04,00,310,4.8,5.6,2.00,12.90,8.00,999,1015.0,11.9,13.3,999.0,99.0,99.00
2005,03,12,05,00,312,2.5,3.8,1.91,13.79,8.14,999,1015.5,12.5,13.2,999.0,99.0,99.00
2005,03,12,06,00,330,2.6,3.8,2.01,12.90,8.29,999,1016.3,11.8,13.2,999.0,99.0,99.00
2005,03,12,07,00,309,1.1,2.4,1.99,12.90,8.11,999,1016.5,11.4,13.2,999.0,99.0,99.00
2005,03,12,08,00,258,0.5,1.8,1.91,12.90,7.78,999,1016.6,10.9,13.2,999.0,99.0,99.00
2005,03,12,09,00,133,2.1,4.0,2.19,12.90,8.45,999,1016.6,12.0,13.1,999.0,99.0,99.00
2005,03,12,10,00,172,5.0,6.3,1.96,12.90,7.73,999,1016.6,12.1,13.2,999.0,99.0,99.00
2005,03,12,11,00,166,4.9,6.3,1.85,12.12,7.32,999,1016.3,12.4,13.2,999.0,99.0,99.00
2005,03,12,12,00,174,5.1,6.4,2.21,12.12,8.26,999,1016.0,12.3,13.2,999.0,99.0,99.00
2005,03,12,13,00,161,5.2,7.0,2.05,12.12,8.21,999,1016.2,12.2,13.3,999.0,99.0,99.00
2005,03,12,14,00,170,4.2,5.6,2.10,13.79,8.49,999,1016.5,12.5,13.3,999.0,99.0,99.00
2005,03,12,15,00,190,4.1,5.6,2.00,12.12,8.37,999,1016.9,12.6,13.4,999.0,99.0,99.00
2005,03,12,16,00,185,4.2,5.4,2.07,12.90,8.46,999,1017.4,12.6,13.4,999.0,99.0,99.00
2005,03,12,17,00,190,3.6,4.7,2.08,12.90,8.36,999,1017.8,12.7,13.4,999.0,99.0,99.00
2005,03,12,18,00,167,2.4,4.3,2.23,12.12,8.86,999,1018.0,12.8,13.5,999.0,99.0,99.00
2005,03,12,19,00,192,3.8,4.7,1.98,12.90,8.44,999,1018.1,12.8,13.5,999.0,99.0,99.00
2005,03,12,20,00,192,2.8,3.5,2.07,12.12,8.87,999,1017.9,13.1,13.5,999.0,99.0,99.00
2005,03,12,21,00,206,2.5,3.3,2.06,12.12,9.14,999,1017.5,13.2,13.5,999.0,99.0,99.00
2005,03,12,22,00,213,2.7,3.3,1.78,12.90,8.76,999,1016.9,13.2,13.6,999.0,99.0,99.00
