YY,MM,DD,hh,mm,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE
2006,01,02,22,00,315,10.2,12.4,4.30,14.81,10.12,999,1002.7,13.0,12.9,999.0,99.0,99.00
2006,01,02,23,00,309,10.2,12.2,3.75,16.00,8.73,999,1004.3,12.8,12.9,999.0,99.0,99.00
2006,01,03,00,00,307,10.2,12.2,4.06,13.79,9.51,999,1006.3,12.9,12.9,999.0,99.0,99.00
2006,01,03,01,00,302,9.8,12.1,3.55,14.81,8.56,999,1008.0,12.6,12.9,999.0,99.0,99.00
2006,01,03,02,00,301,10.2,12.1,3.98,13.79,8.60,999,1009.6,12.5,12.9,999.0,99.0,99.00
2006,01,03,03,00,303,9.6,12.1,3.80,14.81,8.62,999,1011.2,12.3,12.9,999.0,99.0,99.00
2006,01,03,04,00,302,8.6,11.0,3.76,16.00,8.41,999,1012.5,12.3,12.9,999.0,99.0,99.00
2006,01,03,05,00,311,8.1,9.8,3.91,13.79,8.73,999,1013.8,12.2,12.9,999.0,99.0,99.00
2006,01,03,06,00,310,5.9,7.8,4.24,14.81,8.94,999,1014.9,12.2,12.9,999.0,99.0,99.00
2006,01,03,07,00,294,5.1,6.8,3.94,13.79,8.91,999,1016.1,12.3,12.8,999.0,99.0,99.00
2006,01,03,08,00,277,4.2,5.9,4.25,14.81,9.35,999,1017.0,12.4,12.8,999.0,99.0,99.00
2006,01,03,09,00,226,2.3,3.5,3.89,13.79,9.11,999,1016.9,12.4,12.8,999.0,99.0,99.00
2006,01,03,10,00,184,3.9,5.4,4.20,14.81,9.49,999,1017.0,12.4,12.8,999.0,99.0,99.00
2006,01,03,11,00,177,6.2,7.6,3.94,13.79,9.40,999,1017.7,12.5,12.8,999.0,99.0,99.00
2006,01,03,12,00,163,7.6,10.4,3.78,13.79,8.90,999,1018.1,12.6,12.8,999.0,99.0,99.00
2006,01,03,13,00,161,8.6,10.9,3.69,13.79,8.82,999,1018.6,12.6,12.8,999.0,99.0,99.00
2006,01,03,14,00,155,9.8,11.5,3.58,12.90,8.46,999,1019.0,12.6,12.8,999.0,99.0,99.00
2006,01,03,15,00,156,10.1,12.0,3.69,14.81,8.40,999,1019.6,12.7,12.8,999.0,99.0,99.00
2006,01,03,16,00,159,9.8,11.8,3.23,13.79,7.75,999,1020.5,12.8,12.9,999.0,99.0,99.00
2006,01,03,17,00,150,10.9,13.2,3.45,13.79,7.76,999,1020.1,12.8,12.9,999.0,99.0,99.00
2006,01,03,18,00,157,11.2,14.3,3.19,13.79,7.48,999,1021.5,13.0,12.9,999.0,99.0,99.00
2006,01,03,19,00,152,11.3,13.8,3.69,14.81,7.71,999,1021.1,12.9,12.9,999.0,99.0,99.00
2006,01,03,20,00,143,10.6,13.1,3.29,14.81,6.91,999,1020.2,12.7,12.9,999.0,99.0,99.00
2006,01,03,21,00,151,10.5,13.9,3.81,13.79,7.42,999,1020.1,12.7,12.9,999.0,99.0,99.00
2006,01,03,22,00,155,10.1,12.1,3.61,14.81,7.29,999,1019.8,12.2,12.9,999.0,99.0,99.00
2006,01,03,23,00,162,11.9,14.3,3.47,14.81,6.86,999,1019.4,12.4,12.9,999.0,99.0,99.00
2006,01,04,00,00,162,12.1,14.6,3.79,14.81,7.09,999,1019.8,12.8,12.9,999.0,99.0,99.00
2006,01,04,01,00,166,11.0,14.0,3.82,14.81,6.95,999,1020.5,13.1,12.9,999.0,99.0,99.00
2006,01,04,02,00,161,10.8,13.4,4.08,11.43,7.42,999,1021.2,13.1,12.8,999.0,99.0,99.00
2006,01,04,03,00,159,10.0,12.2,4.26,12.90,7.71,999,1021.8,13.2,12.9,999.0,99.0,99.00
2006,01,04,04,00,171,8.9,11.7,4.23,13.79,7.81,999,1022.9,13.4,12.9,999.0,99.0,99.00
2006,01,04,05,00,155,8.3,11.0,4.69,13.79,7.90,999,1023.2,13.0,13.0,999.0,99.0,99.00
2006,01,04,06,00,147,6.0,7.8,4.72,12.12,8.22,999,1023.4,13.0,13.0,999.0,99.0,99.00
2006,01,04,07,00,147,7.6,10.1,4.69,14.81,9.01,999,1023.4,13.1,13.0,999.0,99.0,99.00
2006,01,04,08,00,150,6.2,8.1,5.20,19.05,10.01,999,1023.8,13.1,12.9,999.0,99.0,99.00
2006,01,04,09,00,155,6.8,9.0,5.58,16.00,10.58,999,1024.3,13.1,12.9,999.0,99.0,99.00
2006,01,04,10,00,144,6.2,8.4,5.59,17.39,11.02,999,1024.7,13.1,12.9,999.0,99.0,99.00
2006,01,04,11,00,133,5.4,7.9,5.65,17.39,11.51,999,1025.5,12.9,12.9,999.0,99.0,99.00
2006,01,04,12,00,130,7.2,10.4,5.84,17.39,11.75,999,1025.4,12.7,12.9,999.0,99.0,99.00
2006,01,04,13,00,128,8.1,10.6,5.76,17.39,11.70,999,1025.3,12.5,12.9,999.0,99.0,99.00
2006,01,04,14,00,124,7.7,10.9,5.53,17.39,11.44,999,1026.0,13.0,12.8,999.0,99.0,99.00
2006,01,04,15,00,104,8.6,11.8,5.06,17.39,10.93,999,1025.8,12.5,12.8,999.0,99.0,99.00
2006,01,04,16,00,88,7.5,11.3,5.44,16.00,11.17,999,1026.2,12.2,12.8,999.0,99.0,99.00
2006,01,04,17,00,82,7.2,9.9,4.90,16.00,11.13,999,1026.7,12.5,12.8,999.0,99.0,99.00
2006,01,04,18,00,86,6.7,9.4,4.30,17.39,10.15,999,1027.6,12.9,12.8,999.0,99.0,99.00
2006,01,04,19,00,79,3.4,6.6,5.07,17.39,11.28,999,1028.3,13.1,12.8,999.0,99.0,99.00
2006,01,04,20,00,80,4.7,8.9,5.48,16.00,11.73,999,1027.8,13.2,12.9,999.0,99.0,99.00
2006,01,04,21,00,93,4.0,7.2,4.69,16.00,11.06,999,1027.4,13.4,13.0,999.0,99.0,99.00
2006,01,04,22,00,82,3.6,6.7,5.13,16.00,11.36,999,1026.9,13.5,13.0,999.0,99.0,99.00
2006,01,04,23,00,85,6.1,8.8,5.03,16.00,11.61,999,1026.1,13.8,13.0,999.0,99.0,99.00
2006,01,05,00,00,116,5.3,8.1,4.22,13.79,10.44,999,1026.5,14.6,12.9,999.0,99.0,99.00
2006,01,05,01,00,103,5.2,7.3,4.09,16.00,10.53,999,1026.7,14.2,12.9,999.0,99.0,99.00
2006,01,05,02,00,103,5.2,7.4,3.83,14.81,10.35,999,1026.8,13.9,12.9,999.0,99.0,99.00
2006,01,05,03,00,102,6.8,8.9,3.77,16.00,10.75,999,1026.6,13.8,12.9,999.0,99.0,99.00
2006,01,05,04,00,98,7.6,9.5,3.40,16.00,9.96,999,1026.4,14.1,12.9,999.0,99.0,99.00
2006,01,05,05,00,87,8.9,12.4,3.30,16.00,9.32,999,1026.0,14.1,12.9,999.0,99.0,99.00
2006,01,05,06,00,90,8.3,10.5,2.55,13.79,7.93,999,1026.0,13.9,12.9,999.0,99.0,99.00
2006,01,05,07,00,88,8.3,10.8,2.66,16.00,8.23,999,1026.0,13.7,12.9,999.0,99.0,99.00
2006,01,05,08,00,88,9.5,11.8,2.50,16.00,7.59,999,1025.6,13.6,12.8,999.0,99.0,99.00
2006,01,05,09,00,87,8.5,10.3,2.48,13.79,7.37,999,1025.6,13.6,12.8,999.0,99.0,99.00
2006,01,05,10,00,85,8.3,10.0,2.88,14.81,8.45,999,1025.5,13.5,12.8,999.0,99.0,99.00
2006,01,05,11,00,84,7.0,8.9,2.59,13.79,8.06,999,1025.7,13.5,12.8,999.0,99.0,99.00
2006,01,05,12,00,81,8.6,10.4,2.36,14.81,7.94,999,1024.9,13.0,12.8,999.0,99.0,99.00
2006,01,05,13,00,87,9.6,12.6,2.77,16.00,8.22,999,1024.3,13.4,12.8,999.0,99.0,99.00
2006,01,05,14,00,83,9.5,11.9,2.87,13.79,7.52,999,1024.3,12.7,12.8,999.0,99.0,99.00
2006,01,05,15,00,74,6.7,8.8,2.89,14.81,7.70,999,1024.9,12.7,12.8,999.0,99.0,99.00
2006,01,05,16,00,88,6.7,9.0,3.03,12.90,7.97,999,1025.4,12.8,12.8,999.0,99.0,99.00
2006,01,05,17,00,89,6.2,9.1,2.77,10.00,7.75,999,1026.4,12.9,12.8,999.0,99.0,99.00
2006,01,05,18,00,85,5.6,7.9,3.41,13.79,8.92,999,1027.2,12.9,12.8,999.0,99.0,99.00
2006,01,05,19,00,86,5.5,7.9,3.90,11.43,9.54,999,1027.3,13.1,12.8,999.0,99.0,99.00
2006,01,05,20,00,89,3.8,6.5,4.16,13.79,9.95,999,1026.6,13.5,12.9,999.0,99.0,99.00
2006,01,05,21,00,94,4.9,6.7,3.73,14.81,10.13,999,1025.7,14.2,13.0,999.0,99.0,99.00
2006,01,05,22,00,99,4.9,6.9,4.04,14.81,10.80,999,1024.7,14.5,13.0,999.0,99.0,99.00
2006,01,05,23,00,96,5.6,7.7,4.23,14.81,11.42,999,1024.0,14.5,13.0,999.0,99.0,99.00
2006,01,06,00,00,98,5.1,7.0,3.37,12.90,10.27,999,1023.9,14.8,13.0,999.0,99.0,99.00
2006,01,06,01,00,92,5.1,7.1,3.36,13.79,10.39,999,1023.8,14.3,13.0,999.0,99.0,99.00
2006,01,06,02,00,95,6.1,7.8,3.08,14.81,9.95,999,1023.4,14.1,12.9,999.0,99.0,99.00
2006,01,06,03,00,93,5.5,7.8,3.37,13.79,10.16,999,1023.2,13.8,12.9,999.0,99.0,99.00
2006,01,06,04,00,83,5.4,7.6,3.80,14.81,10.44,999,1023.3,13.7,12.9,999.0,99.0,99.00
2006,01,06,05,00,75,5.2,7.0,3.24,14.81,9.54,999,1023.1,13.4,12.9,999.0,99.0,99.00
2006,01,06,06,00,89,5.9,8.5,3.39,13.79,9.63,999,1023.1,13.4,12.9,999.0,99.0,99.00
2006,01,06,07,00,86,5.9,7.9,3.65,14.81,9.88,999,1022.7,13.4,12.8,999.0,99.0,99.00
2006,01,06,08,00,97,5.4,7.4,4.22,13.79,10.40,999,1022.2,12.9,12.8,999.0,99.0,99.00
2006,01,06,09,00,81,3.7,6.3,4.13,13.79,10.01,999,1022.0,13.0,12.7,999.0,99.0,99.00
2006,01,06,10,00,80,3.8,6.1,4.34,13.79,9.95,999,1021.5,13.0,12.7,999.0,99.0,99.00
2006,01,06,11,00,95,3.7,6.0,3.84,13.79,9.59,999,1021.2,12.9,12.7,999.0,99.0,99.00
2006,01,06,12,00,99,3.8,5.7,3.72,13.79,9.28,999,1020.9,12.2,12.6,999.0,99.0,99.00
2006,01,06,13,00,111,2.6,4.2,4.12,13.79,9.45,999,1020.4,12.4,12.5,999.0,99.0,99.00
2006,01,06,14,00,97,2.6,4.4,3.95,12.90,9.52,999,1020.3,12.3,12.4,999.0,99.0,99.00
2006,01,06,15,00,79,2.6,5.0,3.71,12.12,9.41,999,1019.9,12.3,12.3,999.0,99.0,99.00
2006,01,06,16,00,62,3.9,6.1,3.55,12.90,9.29,999,1019.5,12.1,12.3,999.0,99.0,99.00
2006,01,06,17,00,76,4.9,6.8,3.58,12.90,9.96,999,1019.3,12.1,12.4,999.0,99.0,99.00
2006,01,06,18,00,82,5.4,7.6,4.00,12.90,10.24,999,1019.6,12.1,12.5,999.0,99.0,99.00
2006,01,06,19,00,106,3.3,4.7,3.13,12.90,9.35,999,1020.0,12.3,12.7,999.0,99.0,99.00
2006,01,06,20,00,104,2.6,4.2,2.97,12.90,9.13,999,1018.6,12.4,12.8,999.0,99.0,99.00
2006,01,06,21,00,106,2.0,2.9,2.96,12.90,9.53,999,1017.6,12.7,13.0,999.0,99.0,99.00
2006,01,06,22,00,121,2.5,3.5,2.93,12.12,9.72,999,1016.6,12.9,13.1,999.0,99.0,99.00
2006,01,06,23,00,162,2.3,3.1,3.04,14.81,9.99,999,1016.4,13.1,13.4,999.0,99.0,99.00
2006,01,07,00,00,234,3.5,5.0,3.23,14.81,10.62,999,1016.1,11.7,13.1,999.0,99.0,99.00
2006,01,07,01,00,205,2.2,3.5,3.39,12.90,10.48,999,1015.6,11.5,13.1,999.0,99.0,99.00
2006,01,07,02,00,215,2.2,3.4,2.87,12.12,9.62,999,1015.5,11.9,13.4,999.0,99.0,99.00
2006,01,07,03,00,193,1.7,3.2,4.09,12.90,11.07,999,1015.3,12.4,13.3,999.0,99.0,99.00
2006,01,07,04,00,225,2.9,4.4,3.48,12.90,10.34,999,1015.4,12.8,13.3,999.0,99.0,99.00
2006,01,07,05,00,263,4.0,5.3,3.39,12.12,9.99,999,1015.4,13.0,13.1,999.0,99.0,99.00
2006,01,07,06,00,257,2.9,4.0,2.88,11.43,9.03,999,1015.4,13.0,13.0,999.0,99.0,99.00
2006,01,07,07,00,278,5.7,7.6,3.22,11.43,9.27,999,1015.5,13.0,13.0,999.0,99.0,99.00
2006,01,07,08,00,268,6.2,7.8,2.97,12.90,8.85,999,1015.6,13.2,13.0,999.0,99.0,99.00
2006,01,07,09,00,271,6.4,7.9,3.16,11.43,8.69,999,1015.6,13.1,13.0,999.0,99.0,99.00
2006,01,07,10,00,319,9.7,12.6,3.16,12.12,8.65,999,1015.9,12.8,13.0,999.0,99.0,99.00
2006,01,07,11,00,300,4.4,5.6,2.98,14.81,8.53,999,1016.5,12.7,12.9,999.0,99.0,99.00
2006,01,07,12,00,293,4.8,6.7,3.22,14.81,8.94,999,1016.9,12.7,12.9,999.0,99.0,99.00
2006,01,07,13,00,298,3.4,4.5,2.98,13.79,9.44,999,1017.1,12.7,12.9,999.0,99.0,99.00
2006,01,07,14,00,301,3.0,4.0,2.94,12.90,9.50,999,1018.0,12.8,12.8,999.0,99.0,99.00
2006,01,07,15,00,271,2.5,3.9,2.98,14.81,9.48,999,1018.6,12.8,12.8,999.0,99.0,99.00
2006,01,07,16,00,259,2.4,3.5,2.80,13.79,9.51,999,1019.8,12.9,12.8,999.0,99.0,99.00
2006,01,07,17,00,259,2.2,3.3,2.72,13.79,9.38,999,1020.9,12.8,12.8,999.0,99.0,99.00
2006,01,07,18,00,267,5.2,6.8,3.09,13.79,9.97,999,1021.9,13.1,12.8,999.0,99.0,99.00
2006,01,07,19,00,286,7.3,8.9,2.80,12.90,8.93,999,1023.0,12.8,12.9,999.0,99.0,99.00
2006,01,07,20,00,276,5.1,6.8,3.08,12.90,9.22,999,1022.6,12.9,12.9,999.0,99.0,99.00
2006,01,07,21,00,295,8.3,10.1,2.89,12.90,8.69,999,1022.5,12.5,13.0,999.0,99.0,99.00
2006,01,07,22,00,288,6.5,8.0,2.87,12.90,8.03,999,1022.4,12.8,13.0,999.0,99.0,99.00
2006,01,07,23,00,293,6.7,8.5,2.95,12.90,8.49,999,1022.6,13.1,13.0,999.0,99.0,99.00
2006,01,08,00,00,290,6.2,7.7,3.11,12.90,8.15,999,1023.0,13.2,13.0,999.0,99.0,99.00
2006,01,08,01,00,286,5.1,6.6,3.04,12.90,8.02,999,1023.2,13.0,13.0,999.0,99.0,99.00
2006,01,08,02,00,261,4.1,5.6,2.99,12.90,7.72,999,1023.0,13.1,13.0,999.0,99.0,99.00
2006,01,08,03,00,273,7.5,11.0,3.30,11.43,8.26,999,1022.9,12.9,13.0,999.0,99.0,99.00
2006,01,08,04,00,306,6.7,9.1,2.64,12.90,7.39,999,1022.9,12.4,13.0,999.0,99.0,99.00
2006,01,08,05,00,310,7.5,8.8,2.80,12.90,7.28,999,1023.9,12.3,12.9,999.0,99.0,99.00
2006,01,08,06,00,319,7.1,8.3,2.71,10.00,7.07,999,1024.4,12.2,12.9,999.0,99.0,99.00
2006,01,08,07,00,324,6.8,8.3,2.53,12.12,6.99,999,1024.7,12.0,12.9,999.0,99.0,99.00
2006,01,08,08,00,322,7.4,8.6,2.73,12.90,7.20,999,1025.0,11.9,12.9,999.0,99.0,99.00
2006,01,08,09,00,321,7.8,8.9,2.68,10.81,7.20,999,1025.0,11.8,12.9,999.0,99.0,99.00
2006,01,08,10,00,326,9.0,10.6,2.72,12.90,7.04,999,1025.1,11.8,12.8,999.0,99.0,99.00
2006,01,08,11,00,321,8.7,10.6,3.02,11.43,7.28,999,1025.2,11.9,12.8,999.0,99.0,99.00
2006,01,08,12,00,320,9.1,11.1,2.92,12.12,7.20,999,1025.0,11.9,12.8,999.0,99.0,99.00
2006,01,08,13,00,321,10.3,12.5,2.85,12.12,7.11,999,1025.0,11.9,12.8,999.0,99.0,99.00
2006,01,08,14,00,322,9.2,11.2,3.05,12.12,7.40,999,1025.2,11.8,12.8,999.0,99.0,99.00
2006,01,08,15,00,318,8.2,9.5,2.71,12.90,7.00,999,1025.4,11.7,12.7,999.0,99.0,99.00
2006,01,08,16,00,321,8.7,9.9,2.95,12.90,7.47,999,1025.7,11.7,12.7,999.0,99.0,99.00
2006,01,08,17,00,330,8.7,10.2,2.97,10.81,7.52,999,1026.7,11.9,12.6,999.0,99.0,99.00
2006,01,08,18,00,333,6.3,7.9,2.73,11.43,7.43,999,1027.3,11.7,12.7,999.0,99.0,99.00
2006,01,08,19,00,324,8.2,9.8,2.84,12.12,8.11,999,1027.7,11.9,12.7,999.0,99.0,99.00
2006,01,08,20,00,327,8.2,9.7,3.06,11.43,7.78,999,1027.2,12.0,12.7,999.0,99.0,99.00
2006,01,08,21,00,323,8.7,10.7,2.91,11.43,7.65,999,1026.5,12.1,12.8,999.0,99.0,99.00
2006,01,08,22,00,314,8.7,10.4,2.99,12.12,7.85,999,1025.8,12.2,12.8,999.0,99.0,99.00
2006,01,08,23,00,316,9.4,10.9,3.24,11.43,7.90,999,1025.7,12.3,12.8,999.0,99.0,99.00
2006,01,09,00,00,318,9.3,10.9,2.95,11.43,7.60,999,1025.8,12.4,12.8,999.0,99.0,99.00
2006,01,09,01,00,326,7.9,10.1,3.40,12.90,8.01,999,1025.3,12.4,12.8,999.0,99.0,99.00
2006,01,09,02,00,325,7.5,8.9,3.33,12.12,8.33,999,1025.4,12.3,12.7,999.0,99.0,99.00
2006,01,09,03,00,325,7.7,9.1,3.18,12.12,8.11,999,1025.7,12.4,12.7,999.0,99.0,99.00
2006,01,09,04,00,318,7.1,8.5,3.31,12.90,8.49,999,1025.5,12.2,12.6,999.0,99.0,99.00
2006,01,09,05,00,323,7.9,9.7,3.70,12.90,9.09,999,1025.6,12.2,12.6,999.0,99.0,99.00
2006,01,09,06,00,323,8.6,10.2,3.42,12.90,8.67,999,1025.8,12.1,12.6,999.0,99.0,99.00
2006,01,09,07,00,321,8.4,11.1,3.63,12.90,8.68,999,1025.9,11.9,12.5,999.0,99.0,99.00
2006,01,09,08,00,318,8.1,9.9,3.63,12.90,8.99,999,1025.7,11.9,12.5,999.0,99.0,99.00
2006,01,09,09,00,313,8.6,10.0,3.42,13.79,8.70,999,1025.4,11.9,12.5,999.0,99.0,99.00
2006,01,09,10,00,329,7.7,9.5,3.72,13.79,9.02,999,1025.4,12.0,12.5,999.0,99.0,99.00
2006,01,09,11,00,338,7.0,8.1,3.21,11.43,8.53,999,1025.4,11.7,12.5,999.0,99.0,99.00
2006,01,09,12,00,327,5.8,7.0,2.98,12.90,8.72,999,1025.3,11.6,12.5,999.0,99.0,99.00
2006,01,09,13,00,333,5.8,7.2,2.86,12.90,8.42,999,1025.3,11.6,12.5,999.0,99.0,99.00
2006,01,09,14,00,337,4.8,6.2,2.85,12.12,8.50,999,1025.2,11.5,12.4,999.0,99.0,99.00
2006,01,09,15,00,342,5.6,7.1,2.85,11.43,8.62,999,1025.6,11.4,12.3,999.0,99.0,99.00
2006,01,09,16,00,349,3.6,4.7,2.81,11.43,8.66,999,1025.9,11.4,12.3,999.0,99.0,99.00
2006,01,09,17,00,343,3.3,4.3,2.83,12.90,8.90,999,1026.6,11.5,12.3,999.0,99.0,99.00
2006,01,09,18,00,91,2.2,3.3,2.84,11.43,8.93,999,1027.2,11.1,12.3,999.0,99.0,99.00
2006,01,09,19,00,88,2.3,3.5,2.62,12.12,8.54,999,1027.5,10.7,12.4,999.0,99.0,99.00
2006,01,09,20,00,82,1.8,2.8,2.20,12.12,7.89,999,1026.6,10.8,12.5,999.0,99.0,99.00
2006,01,09,21,00,262,0.3,1.4,2.41,11.43,8.77,999,1025.9,11.6,12.6,999.0,99.0,99.00
2006,01,09,22,00,309,1.7,2.6,2.26,10.81,8.19,999,1025.3,11.6,12.8,999.0,99.0,99.00
2006,01,09,23,00,313,4.7,5.9,2.21,12.12,8.37,999,1025.5,12.3,12.9,999.0,99.0,99.00
2006,01,10,00,00,316,5.0,6.2,2.19,12.90,8.55,999,1025.3,12.5,12.8,999.0,99.0,99.00
2006,01,10,01,00,303,5.5,6.5,2.30,12.12,9.01,999,1025.2,12.6,12.8,999.0,99.0,99.00
2006,01,10,02,00,310,3.9,4.9,2.34,12.12,8.70,999,1025.1,12.5,12.7,999.0,99.0,99.00
2006,01,10,03,00,303,3.7,4.9,2.35,12.12,8.78,999,1025.1,12.5,12.7,999.0,99.0,99.00
2006,01,10,04,00,301,3.8,5.1,2.40,12.90,9.31,999,1024.9,12.4,12.7,999.0,99.0,99.00
2006,01,10,05,00,297,4.2,5.7,2.67,11.43,9.48,999,1025.3,12.4,12.7,999.0,99.0,99.00
2006,01,10,06,00,300,4.0,5.4,2.66,12.12,9.43,999,1025.8,12.5,12.7,999.0,99.0,99.00
2006,01,10,07,00,297,3.5,4.8,2.64,10.81,9.51,999,1025.8,12.5,12.6,999.0,99.0,99.00
2006,01,10,08,00,353,1.1,2.0,2.91,11.43,9.59,999,1025.3,12.4,12.6,999.0,99.0,99.00
2006,01,10,09,00,297,1.5,3.3,2.91,11.43,9.96,999,1025.2,12.2,12.6,999.0,99.0,99.00
2006,01,10,10,00,295,2.9,4.7,3.45,17.39,10.40,999,1025.4,12.4,12.6,999.0,99.0,99.00
2006,01,10,11,00,315,2.2,4.2,3.50,16.00,10.69,999,1025.1,12.2,12.6,999.0,99.0,99.00
2006,01,10,12,00,314,2.2,3.6,3.20,17.39,10.56,999,1024.8,12.2,12.5,999.0,99.0,99.00
2006,01,10,13,00,333,1.6,3.1,3.05,17.39,10.41,999,1024.4,12.2,12.5,999.0,99.0,99.00
2006,01,10,14,00,94,3.8,5.8,3.62,17.39,10.90,999,1024.2,11.2,12.5,999.0,99.0,99.00
